MATCH UP,W/L,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,+/-
"Aug 11, 2020 - MIL @ WAS",W,106.0,39.0,98.0,39.8,13.0,41.0,31.7,15.0,23.0,65.2,9.0,36.0,45.0,27.0,15.0,8.0,3.0,22.0,-13.0
"Aug 10, 2020 - MIL vs. TOR",L,116.0,41.5,92.5,45.2,15.5,39.5,39.55,17.5,25.5,68.3,9.0,40.0,49.0,26.0,15.0,7.0,1.5,24.0,0.0
"Aug 08, 2020 - MIL @ DAL",L,112.67,38.67,89.67,43.23,15.0,40.67,37.23,20.33,28.67,70.3,9.67,39.33,49.0,25.67,16.33,6.0,3.0,23.0,-2.67
"Aug 06, 2020 - MIL vs. MIA",W,117.5,40.75,92.0,44.3,15.0,41.5,36.45,21.0,30.0,69.62,9.5,41.0,50.5,25.75,15.5,5.25,4.5,23.75,-3.0
"Aug 04, 2020 - MIL vs. BKN",L,120.0,40.8,89.2,45.96,15.0,40.6,37.26,23.4,31.6,73.06,8.6,40.6,49.2,26.0,15.2,5.6,4.2,23.2,0.4
"Aug 02, 2020 - MIL @ HOU",L,119.33,41.0,89.0,46.25,15.33,42.33,36.6,22.0,30.17,71.75,8.33,41.67,50.0,26.33,15.83,5.17,4.33,22.5,-0.17
"Jul 31, 2020 - MIL vs. BOS",W,118.86,41.57,89.43,46.63,14.43,41.29,35.04,21.29,29.14,72.06,9.57,42.57,52.14,25.57,16.86,5.29,4.57,22.57,-0.71
"Mar 09, 2020 - MIL @ DEN",L,118.88,41.25,88.75,46.6,14.25,41.25,34.62,22.12,29.75,73.35,9.25,42.25,51.5,25.5,16.62,5.75,4.88,23.0,0.25
"Mar 08, 2020 - MIL @ PHX",L,116.22,40.44,88.89,45.62,14.33,42.22,34.11,21.0,28.44,72.61,9.44,41.67,51.11,25.22,16.67,6.0,4.78,22.11,-1.33
"Mar 06, 2020 - MIL @ LAL",L,117.7,41.5,89.5,46.43,14.2,41.3,34.64,20.5,27.7,72.97,9.2,40.4,49.6,25.0,16.0,6.1,4.6,22.8,-2.1
"Mar 04, 2020 - MIL vs. IND",W,116.36,41.09,89.45,45.99,14.0,41.45,34.03,20.18,27.27,73.05,8.82,40.36,49.18,24.73,16.36,6.27,4.27,23.64,-2.82
"Mar 02, 2020 - MIL @ MIA",L,116.58,41.25,89.83,45.97,13.92,41.83,33.55,20.17,26.83,74.54,9.0,40.75,49.75,24.83,16.5,6.42,4.25,22.83,-1.0
"Mar 01, 2020 - MIL @ CHA",W,114.46,40.77,89.54,45.56,13.38,41.23,32.55,19.54,26.23,73.67,8.92,40.69,49.62,24.38,16.38,6.23,4.31,22.46,-2.15
"Feb 28, 2020 - MIL vs. OKC",W,112.93,40.36,89.36,45.18,12.93,40.5,31.84,19.29,25.86,73.85,9.36,41.07,50.43,24.07,16.43,6.29,4.43,21.64,-1.43
"Feb 25, 2020 - MIL @ TOR",W,114.27,41.0,90.07,45.5,13.47,40.8,32.83,18.8,25.07,74.64,9.67,41.8,51.47,24.73,16.47,6.27,4.27,21.6,1.8
"Feb 24, 2020 - MIL @ WAS",W,113.88,40.44,89.69,45.04,13.5,40.88,32.86,19.5,25.75,75.18,9.56,42.0,51.56,24.62,16.31,6.5,4.62,21.44,2.38
"Feb 22, 2020 - MIL vs. PHI",W,115.24,40.94,89.47,45.74,13.71,40.65,33.63,19.65,25.82,75.55,9.24,41.94,51.18,24.71,16.59,6.53,4.59,21.82,2.41
"Feb 20, 2020 - MIL @ DET",W,115.44,41.33,89.56,46.13,13.72,40.67,33.66,19.06,25.11,75.2,9.17,42.33,51.5,25.28,16.61,6.28,4.67,21.5,3.44
"Feb 12, 2020 - MIL @ IND",L,116.0,41.63,89.74,46.36,13.53,40.26,33.48,19.21,25.21,75.53,9.11,41.84,50.95,25.21,16.16,6.68,4.58,21.16,4.32
"Feb 10, 2020 - MIL vs. SAC",W,115.75,41.4,89.8,46.08,13.5,40.1,33.56,19.45,25.2,76.56,9.2,41.4,50.6,24.85,16.25,6.7,4.6,21.15,3.75
"Feb 08, 2020 - MIL @ ORL",W,116.1,41.48,90.1,46.01,13.71,40.19,34.0,19.43,25.1,76.84,9.14,41.67,50.81,24.9,16.1,6.71,4.62,21.0,4.14
"Feb 06, 2020 - MIL vs. PHI",W,115.86,41.5,90.23,45.98,13.77,40.14,34.21,19.09,24.68,76.76,9.18,42.14,51.32,24.95,16.09,6.59,4.64,20.55,4.68
"Feb 04, 2020 - MIL @ NOP",W,115.7,41.61,90.39,46.01,13.7,40.0,34.13,18.78,24.39,76.32,9.17,42.52,51.7,24.7,16.0,6.43,4.78,20.43,4.96
"Feb 02, 2020 - MIL vs. PHX",W,115.88,41.88,90.88,46.06,13.58,39.83,33.98,18.54,24.08,76.33,9.12,42.62,51.75,25.08,16.04,6.62,4.88,20.38,5.25
"Jan 31, 2020 - MIL vs. DEN",L,116.4,42.12,91.12,46.2,13.64,39.76,34.2,18.52,24.2,75.94,9.4,42.68,52.08,25.28,16.08,6.52,5.16,20.56,5.88
"Jan 28, 2020 - MIL vs. WAS",W,116.35,42.15,91.27,46.16,13.58,39.77,34.04,18.46,24.27,75.54,9.31,42.54,51.85,25.42,15.96,6.54,5.15,20.31,5.19
"Jan 24, 2020 - MIL @ CHA",W,117.63,42.44,91.22,46.51,13.78,39.67,34.69,18.96,24.67,76.13,9.37,42.26,51.63,25.63,15.93,6.41,5.07,20.52,5.74
"Jan 20, 2020 - MIL vs. CHI",W,117.57,42.5,91.07,46.66,13.64,39.54,34.44,18.93,24.64,76.09,9.46,42.21,51.68,25.64,15.93,6.46,5.18,20.57,6.0
"Jan 18, 2020 - MIL @ BKN",W,117.34,42.59,90.59,47.06,13.55,39.07,34.71,18.62,24.59,74.96,9.24,42.31,51.55,25.93,16.17,6.48,5.17,20.38,6.24
"Jan 16, 2020 - MIL vs. BOS",W,117.33,42.67,90.53,47.18,13.67,39.0,35.08,18.33,24.3,74.55,9.1,42.53,51.63,26.07,16.3,6.53,5.2,20.23,6.7
"Jan 14, 2020 - MIL vs. NYK",W,117.68,42.68,90.42,47.25,13.74,38.74,35.62,18.58,24.71,74.41,9.03,42.55,51.58,25.9,16.1,6.52,5.23,20.29,6.65
"Jan 11, 2020 - MIL @ POR",W,118.0,42.75,90.47,47.3,13.78,38.66,35.81,18.72,24.81,74.65,9.0,42.81,51.81,25.94,16.03,6.44,5.31,20.34,7.25
"Jan 10, 2020 - MIL @ SAC",W,118.12,42.88,90.85,47.25,13.79,38.64,35.84,18.58,24.67,74.51,9.03,43.03,52.06,25.79,15.85,6.42,5.3,20.21,7.67
"Jan 08, 2020 - MIL @ GSW",W,118.38,43.0,90.97,47.32,13.68,38.65,35.54,18.71,24.82,74.57,8.97,43.09,52.06,25.88,15.71,6.56,5.26,19.97,8.06
"Jan 06, 2020 - MIL @ SAS",L,118.06,42.77,90.86,47.11,13.54,38.71,35.15,18.97,25.03,74.94,8.86,43.06,51.91,25.77,15.54,6.69,5.2,19.94,8.09
"Jan 04, 2020 - MIL vs. SAS",W,117.67,42.64,90.97,46.92,13.58,38.89,35.1,18.81,24.72,75.44,8.89,42.64,51.53,25.72,15.33,6.64,5.19,19.81,7.25
"Jan 01, 2020 - MIL vs. MIN",W,117.92,42.65,90.86,46.98,13.68,39.05,35.17,18.95,24.95,75.37,8.84,42.62,51.46,25.65,15.16,6.57,5.32,19.86,7.3
"Dec 30, 2019 - MIL @ CHI",W,117.61,42.58,90.95,46.87,13.55,38.97,34.9,18.89,24.97,75.11,8.92,42.76,51.68,25.61,15.21,6.5,5.5,19.92,7.16
"Dec 28, 2019 - MIL vs. ORL",W,117.74,42.67,90.77,47.07,13.49,38.79,34.89,18.92,24.95,75.32,8.95,42.92,51.87,25.69,15.28,6.49,5.59,19.85,7.51
"Dec 27, 2019 - MIL @ ATL",W,117.58,42.67,90.6,47.17,13.47,38.75,34.89,18.75,24.77,75.1,9.07,42.95,52.02,25.8,15.53,6.47,5.58,19.68,7.6
"Dec 25, 2019 - MIL @ PHI",L,117.44,42.76,90.61,47.26,13.41,38.49,35.0,18.51,24.49,74.96,9.0,43.12,52.12,25.88,15.59,6.54,5.63,19.51,8.05
"Dec 22, 2019 - MIL vs. IND",W,117.24,42.81,90.71,47.26,13.4,38.36,35.11,18.21,24.1,74.96,8.98,43.02,52.0,25.81,15.45,6.52,5.64,19.4,7.57
"Dec 21, 2019 - MIL @ NYK",W,117.23,42.84,91.02,47.14,13.44,38.49,35.08,18.12,23.93,75.13,9.14,43.07,52.21,25.93,15.33,6.6,5.72,19.12,8.05
"Dec 19, 2019 - MIL vs. LAL",W,117.36,42.8,90.89,47.17,13.55,38.59,35.24,18.23,24.18,74.92,9.11,43.09,52.2,25.93,15.41,6.66,5.91,19.05,8.34
"Dec 16, 2019 - MIL vs. DAL",L,117.22,42.64,90.58,47.16,13.6,38.6,35.37,18.33,24.36,74.85,9.09,42.84,51.93,25.84,15.38,6.82,5.93,19.18,8.31
"Dec 14, 2019 - MIL vs. CLE",W,117.2,42.67,90.89,47.05,13.54,38.65,35.18,18.3,24.35,74.76,9.22,42.72,51.93,25.91,15.24,6.85,5.89,19.26,8.04
"Dec 13, 2019 - MIL @ MEM",W,117.36,42.74,90.77,47.2,13.55,38.62,35.24,18.32,24.38,74.73,9.19,42.51,51.7,25.91,15.17,6.96,5.89,19.21,8.23
"Dec 11, 2019 - MIL vs. NOP",W,117.56,42.77,90.69,47.27,13.5,38.44,35.27,18.52,24.56,74.94,9.19,42.58,51.77,25.83,15.21,6.9,5.83,19.25,8.33
"Dec 09, 2019 - MIL vs. ORL",W,117.76,42.92,90.73,47.4,13.61,38.45,35.54,18.31,24.24,75.22,9.1,42.49,51.59,25.86,15.2,7.02,5.76,19.2,8.47
"Dec 06, 2019 - MIL vs. LAC",W,117.6,42.92,90.76,47.39,13.66,38.5,35.61,18.1,24.06,74.78,9.12,42.52,51.64,25.94,15.2,7.02,5.72,19.2,8.48
"Dec 04, 2019 - MIL @ DET",W,117.63,42.94,90.82,47.37,13.67,38.45,35.67,18.08,24.0,74.9,9.2,42.47,51.67,26.0,15.22,7.1,5.73,19.27,8.86
"Dec 02, 2019 - MIL vs. NYK",W,117.81,42.96,90.81,47.4,13.67,38.38,35.76,18.21,24.06,75.24,9.21,42.52,51.73,25.98,15.23,7.1,5.77,19.25,9.15
"Nov 30, 2019 - MIL vs. CHA",W,118.08,43.06,90.72,47.56,13.72,38.32,35.95,18.25,24.21,75.0,9.23,42.6,51.83,26.06,15.21,7.09,5.74,19.32,9.81
"Nov 29, 2019 - MIL @ CLE",W,118.43,43.26,90.81,47.72,13.83,38.43,36.12,18.07,24.04,74.73,9.19,42.67,51.85,26.33,15.06,7.09,5.69,19.2,10.39
"Nov 27, 2019 - MIL vs. ATL",W,118.44,43.29,90.76,47.79,13.8,38.35,36.11,18.05,24.02,74.71,9.22,42.55,51.76,26.36,15.02,7.09,5.65,19.13,10.36
"Nov 25, 2019 - MIL vs. UTA",W,118.3,43.27,90.71,47.78,13.73,38.27,35.99,18.04,24.07,74.5,9.23,42.45,51.68,26.34,15.0,7.07,5.75,19.2,10.34
"Nov 23, 2019 - MIL vs. DET",W,118.37,43.26,90.82,47.72,13.72,38.32,35.91,18.12,24.16,74.59,9.33,42.3,51.63,26.25,14.89,7.05,5.75,19.12,10.23
