MATCH UP,W/L,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,+/-
"Aug 11, 2020 - MEM vs. BOS",L,119.0,45.0,90.0,50.0,13.0,33.0,39.4,16.0,23.0,69.6,9.0,46.0,55.0,36.0,18.0,4.0,3.0,18.0,13.0
"Aug 09, 2020 - MEM @ TOR",L,113.0,40.0,89.5,44.65,10.0,31.0,31.75,23.0,30.5,74.25,11.5,38.0,49.5,31.0,13.0,6.0,3.5,16.5,-1.0
"Aug 07, 2020 - MEM vs. OKC",W,108.33,39.0,90.0,43.33,11.33,34.67,32.27,19.0,25.67,72.43,11.0,36.0,47.0,28.67,16.0,8.67,3.33,20.0,-3.67
"Aug 05, 2020 - MEM @ UTA",L,111.5,40.75,88.25,46.35,11.25,33.75,33.08,18.75,24.25,76.83,11.25,38.5,49.75,27.5,17.0,8.0,3.5,19.75,4.5
"Aug 03, 2020 - MEM @ NOP",L,112.2,41.2,88.8,46.54,11.2,32.8,34.04,18.6,24.4,75.86,10.8,37.2,48.0,26.2,16.4,7.8,3.4,21.4,1.8
"Aug 02, 2020 - MEM vs. SAS",L,110.0,40.5,89.5,45.42,11.33,34.5,33.02,17.67,22.83,77.67,10.33,36.83,47.17,26.0,16.0,7.0,4.5,23.17,-0.17
"Jul 31, 2020 - MEM @ POR",L,109.43,40.71,89.71,45.53,10.71,33.86,31.63,17.29,22.14,78.47,9.29,36.71,46.0,26.14,15.43,6.71,4.29,23.71,-0.43
"Mar 10, 2020 - MEM vs. ORL",L,112.62,40.88,90.12,45.49,11.0,34.75,31.64,19.88,25.62,78.16,9.38,35.75,45.12,26.0,15.12,7.0,4.38,24.0,-1.0
"Mar 07, 2020 - MEM vs. ATL",W,112.89,40.56,88.56,45.99,11.0,34.11,32.33,20.78,27.0,77.67,9.11,35.33,44.44,25.78,15.78,7.0,4.44,23.78,-1.44
"Mar 06, 2020 - MEM @ DAL",L,113.4,40.8,88.4,46.33,11.1,34.0,32.74,20.7,27.6,75.96,9.7,36.1,45.8,25.9,15.9,7.2,4.6,23.2,0.4
"Mar 04, 2020 - MEM @ BKN",W,111.82,40.64,88.0,46.34,10.91,33.64,32.49,19.64,26.27,75.35,9.64,36.27,45.91,26.18,16.18,7.18,4.55,22.45,-1.91
"Mar 02, 2020 - MEM @ ATL",W,112.33,40.83,89.0,46.06,11.67,34.5,33.57,19.0,25.25,76.21,10.33,36.67,47.0,25.75,15.83,7.25,4.58,21.83,1.5
"Feb 29, 2020 - MEM vs. LAL",W,113.46,41.23,89.23,46.36,11.85,34.31,34.36,19.15,25.69,75.55,10.62,37.38,48.0,26.08,15.77,7.62,4.85,21.38,4.38
"Feb 28, 2020 - MEM vs. SAC",L,112.86,41.36,89.64,46.29,11.71,34.07,34.21,18.43,24.64,76.0,10.93,37.29,48.21,26.14,15.36,7.79,4.79,20.86,5.29
"Feb 26, 2020 - MEM @ HOU",L,112.07,41.2,89.73,46.06,11.47,33.8,33.71,18.2,24.33,75.93,10.87,37.6,48.47,26.2,15.27,7.73,4.8,20.53,4.73
"Feb 24, 2020 - MEM @ LAC",L,112.06,41.31,90.88,45.67,11.56,34.12,33.69,17.88,24.12,75.06,11.56,36.94,48.5,26.31,15.31,7.81,4.69,20.25,2.69
"Feb 21, 2020 - MEM @ LAL",L,111.18,41.06,90.76,45.43,11.29,33.71,33.23,17.76,24.0,74.92,11.53,36.76,48.29,25.94,15.18,7.71,4.82,20.12,0.94
"Feb 20, 2020 - MEM @ SAC",L,110.83,41.11,90.83,45.44,10.94,32.67,33.23,17.67,24.39,73.62,11.78,36.61,48.39,25.72,15.28,7.78,4.61,20.5,0.22
"Feb 12, 2020 - MEM vs. POR",W,111.58,41.21,90.53,45.72,11.0,32.53,33.59,18.16,24.79,74.19,11.74,36.79,48.53,25.68,15.53,7.63,4.63,20.95,0.0
"Feb 09, 2020 - MEM @ WAS",W,111.55,41.4,90.75,45.8,10.75,32.05,33.21,18.0,24.65,73.89,11.9,37.05,48.95,25.7,15.35,7.65,4.85,20.8,0.35
"Feb 07, 2020 - MEM @ PHI",L,111.29,41.48,91.29,45.63,10.48,32.05,32.38,17.86,24.67,73.23,11.95,37.62,49.57,25.38,15.33,7.48,4.81,20.9,0.67
"Feb 05, 2020 - MEM @ DAL",W,111.09,41.32,91.36,45.41,10.23,31.55,31.99,18.23,24.95,73.71,11.82,37.32,49.14,25.36,15.27,7.73,4.86,20.64,0.09
"Feb 03, 2020 - MEM vs. DET",W,111.52,41.57,91.26,45.73,10.3,31.26,32.68,18.09,24.74,73.77,11.74,37.52,49.26,25.43,15.09,7.65,4.83,20.78,0.7
"Jan 31, 2020 - MEM @ NOP",L,110.88,41.58,91.21,45.77,9.96,30.67,31.81,17.75,24.21,74.17,11.54,37.62,49.17,25.5,14.92,7.58,5.12,20.67,1.25
"Jan 29, 2020 - MEM @ NYK",W,110.88,41.72,91.4,45.82,9.8,30.68,31.32,17.64,24.28,73.51,11.52,37.04,48.56,25.16,14.76,7.68,5.24,20.68,0.08
"Jan 28, 2020 - MEM vs. DEN",W,111.5,41.77,91.19,45.98,9.92,30.58,31.9,18.04,24.62,73.94,11.35,37.04,48.38,25.15,14.65,7.65,5.15,20.73,0.88
"Jan 26, 2020 - MEM vs. PHX",W,111.22,41.93,90.85,46.36,9.78,30.11,31.95,17.59,24.22,72.79,11.15,36.96,48.11,25.41,14.7,7.81,5.37,20.63,1.15
"Jan 24, 2020 - MEM @ DET",W,111.32,42.0,90.61,46.57,9.71,29.71,32.31,17.61,24.29,72.66,11.04,37.0,48.04,25.39,15.11,7.89,5.46,20.86,1.29
"Jan 22, 2020 - MEM @ BOS",L,111.79,42.03,90.21,46.84,9.76,29.45,32.92,17.97,24.52,73.27,10.93,37.14,48.07,25.45,15.07,7.83,5.41,20.93,1.69
"Jan 20, 2020 - MEM vs. NOP",L,111.23,41.83,90.03,46.69,9.8,29.53,32.97,17.77,24.2,73.5,10.73,37.07,47.8,25.4,15.2,7.8,5.5,20.77,0.83
"Jan 17, 2020 - MEM vs. CLE",W,111.39,41.97,90.45,46.63,9.77,29.65,32.79,17.68,24.1,73.43,10.87,37.03,47.9,25.42,15.16,7.81,5.42,20.71,0.48
"Jan 14, 2020 - MEM vs. HOU",W,111.44,42.06,90.41,46.75,9.75,29.59,32.77,17.56,23.97,73.32,10.75,37.03,47.78,25.62,15.06,7.91,5.5,20.66,0.59
"Jan 12, 2020 - MEM vs. GSW",W,111.73,42.18,90.42,46.87,9.85,29.82,32.84,17.52,23.82,73.65,10.64,36.97,47.61,25.73,14.88,7.85,5.61,20.61,0.91
"Jan 10, 2020 - MEM vs. SAS",W,112.03,42.26,90.71,46.81,9.88,29.97,32.79,17.62,23.85,73.96,10.85,37.12,47.97,25.94,14.94,8.12,5.65,20.47,1.47
"Jan 07, 2020 - MEM vs. MIN",W,112.66,42.54,90.97,46.96,10.06,30.2,33.06,17.51,23.63,74.34,10.86,37.14,48.0,26.31,14.74,8.03,5.66,20.46,1.8
"Jan 05, 2020 - MEM @ PHX",W,112.83,42.64,90.92,47.09,10.0,30.14,32.94,17.56,23.56,74.79,10.81,37.08,47.89,26.19,14.75,8.14,5.67,20.39,1.94
"Jan 04, 2020 - MEM @ LAC",W,113.05,42.7,90.7,47.28,10.22,30.46,33.21,17.43,23.38,74.84,10.59,37.14,47.73,26.32,14.81,8.03,5.73,20.43,2.08
"Jan 02, 2020 - MEM @ SAC",L,113.76,42.87,90.84,47.38,10.42,30.68,33.55,17.61,23.5,75.12,10.61,37.29,47.89,26.58,14.66,8.03,5.84,20.5,2.71
"Dec 29, 2019 - MEM vs. CHA",W,114.0,42.92,90.9,47.41,10.49,30.77,33.67,17.67,23.44,75.64,10.54,37.21,47.74,26.69,14.72,7.92,5.69,20.62,2.51
"Dec 28, 2019 - MEM @ DEN",L,114.08,42.98,90.95,47.43,10.47,30.88,33.54,17.65,23.27,76.25,10.62,37.2,47.83,26.77,14.7,7.85,5.67,20.6,2.77
"Dec 26, 2019 - MEM @ OKC",W,113.98,42.93,90.78,47.47,10.44,30.85,33.45,17.68,23.32,76.24,10.63,37.12,47.76,26.9,14.76,7.78,5.66,20.68,2.49
"Dec 23, 2019 - MEM vs. SAS",L,113.88,43.0,90.62,47.64,10.43,30.71,33.61,17.45,23.02,76.16,10.57,37.24,47.81,26.88,14.79,7.74,5.71,20.52,2.74
"Dec 21, 2019 - MEM vs. SAC",W,113.91,43.05,90.74,47.62,10.53,30.86,33.77,17.28,22.86,75.84,10.58,36.93,47.51,26.91,14.74,7.72,5.58,20.49,1.98
"Dec 20, 2019 - MEM @ CLE",L,114.02,42.98,90.57,47.64,10.64,30.95,33.98,17.43,23.0,76.0,10.52,36.91,47.43,27.02,14.73,7.73,5.59,20.39,2.02
"Dec 18, 2019 - MEM @ OKC",L,113.87,43.0,90.82,47.54,10.71,31.18,33.98,17.16,22.64,75.9,10.51,36.89,47.4,27.11,14.56,7.76,5.64,20.31,1.82
"Dec 16, 2019 - MEM vs. MIA",W,114.04,43.15,91.0,47.6,10.7,31.07,34.08,17.04,22.48,75.98,10.61,36.78,47.39,27.11,14.57,7.7,5.57,20.41,1.7
"Dec 14, 2019 - MEM vs. WAS",W,114.13,43.13,90.89,47.63,10.74,31.17,34.12,17.13,22.64,75.86,10.72,36.62,47.34,27.13,14.62,7.62,5.57,20.4,1.81
"Dec 13, 2019 - MEM vs. MIL",L,114.42,43.23,90.75,47.82,10.75,31.08,34.26,17.21,22.67,76.1,10.69,36.62,47.31,27.23,14.81,7.69,5.6,20.48,2.12
"Dec 11, 2019 - MEM @ PHX",W,114.41,43.12,90.9,47.64,10.94,31.45,34.39,17.22,22.67,76.14,10.69,36.57,47.27,27.22,14.78,7.71,5.59,20.59,1.82
"Dec 09, 2019 - MEM @ GSW",W,114.42,43.1,90.82,47.65,10.92,31.3,34.54,17.3,22.74,76.24,10.62,36.8,47.42,27.14,14.84,7.72,5.56,20.74,1.92
"Dec 07, 2019 - MEM @ UTA",L,114.33,43.06,90.65,47.7,11.0,31.47,34.6,17.22,22.63,76.24,10.43,36.88,47.31,27.18,14.94,7.82,5.57,20.73,2.04
"Dec 04, 2019 - MEM @ CHI",L,114.29,43.06,90.46,47.8,10.98,31.54,34.48,17.19,22.67,76.01,10.33,36.62,46.94,27.1,14.92,7.96,5.52,20.69,1.73
"Dec 02, 2019 - MEM vs. IND",L,114.0,42.94,90.57,47.63,10.91,31.51,34.27,17.21,22.64,76.19,10.34,36.58,46.92,27.04,14.91,8.08,5.53,20.83,1.57
"Dec 01, 2019 - MEM @ MIN",W,113.81,42.85,90.54,47.54,10.89,31.63,34.12,17.22,22.57,76.53,10.3,36.46,46.76,26.96,14.85,8.02,5.54,20.81,1.3
"Nov 29, 2019 - MEM vs. UTA",L,113.84,42.82,90.71,47.42,10.98,31.78,34.23,17.22,22.55,76.61,10.33,36.49,46.82,26.96,14.78,8.02,5.49,20.91,1.42
"Nov 27, 2019 - MEM vs. LAC",L,113.48,42.71,90.77,47.27,10.96,31.82,34.14,17.09,22.45,76.3,10.41,36.55,46.96,26.88,14.73,7.89,5.54,20.84,1.23
"Nov 25, 2019 - MEM @ IND",L,113.58,42.72,90.79,47.26,10.96,31.75,34.23,17.18,22.51,76.44,10.46,36.53,46.98,26.86,14.82,7.91,5.49,20.86,1.18
"Nov 23, 2019 - MEM vs. LAL",L,113.59,42.78,90.88,47.27,11.0,31.71,34.42,17.03,22.34,76.32,10.41,36.45,46.86,26.91,14.72,7.88,5.48,20.78,0.95
"Nov 19, 2019 - MEM vs. GSW",L,113.49,42.78,90.85,47.29,11.05,31.68,34.62,16.88,22.19,76.07,10.44,36.42,46.86,26.93,14.85,7.95,5.44,20.75,0.92
"Nov 17, 2019 - MEM vs. DEN",L,113.18,42.67,90.8,47.19,11.02,31.57,34.65,16.83,22.13,76.03,10.38,36.32,46.7,26.92,14.83,7.92,5.42,20.78,0.58
"Nov 15, 2019 - MEM vs. UTA",W,113.2,42.61,90.69,47.17,11.1,31.64,34.81,16.89,22.16,76.15,10.36,36.31,46.67,26.95,14.85,7.85,5.38,20.72,0.3
"Nov 13, 2019 - MEM @ CHA",W,113.1,42.61,90.77,47.13,11.08,31.69,34.71,16.79,22.02,76.28,10.34,36.32,46.66,26.92,14.79,7.82,5.37,20.76,0.31
"Nov 11, 2019 - MEM @ SAS",W,113.19,42.7,90.75,47.24,11.17,31.75,34.93,16.62,21.81,76.13,10.35,36.29,46.63,27.0,14.94,7.84,5.37,20.76,0.33
