MATCH UP,W/L,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,+/-
"Aug 12, 2020 - LAC @ DEN",W,107.0,34.0,85.0,40.0,12.0,37.0,32.4,27.0,39.0,69.2,12.0,49.0,61.0,23.0,23.0,10.0,2.0,22.0,4.0
"Aug 09, 2020 - LAC vs. BKN",L,115.5,40.0,85.0,47.05,13.0,37.0,35.1,22.5,31.0,73.75,9.0,41.5,50.5,26.0,15.5,10.5,1.5,23.5,8.5
"Aug 08, 2020 - LAC @ POR",W,117.0,41.67,87.67,47.5,13.0,36.67,35.43,20.67,27.33,77.5,9.33,37.33,46.67,25.0,13.67,9.67,1.67,22.0,2.67
"Aug 06, 2020 - LAC @ DAL",W,118.25,41.75,87.0,47.98,13.5,36.0,37.6,21.25,27.5,78.65,9.25,37.0,46.25,24.75,13.75,8.5,1.75,22.0,3.25
"Aug 04, 2020 - LAC vs. PHX",L,119.8,43.4,88.0,49.24,13.6,35.0,39.12,19.4,25.0,78.92,9.2,36.8,46.0,24.2,12.6,7.4,2.0,21.8,5.6
"Aug 01, 2020 - LAC vs. NOP",W,119.0,43.17,87.5,49.27,12.67,34.0,37.2,20.0,25.33,79.97,9.0,37.33,46.33,23.67,12.17,6.5,2.17,20.83,4.33
"Jul 30, 2020 - LAC @ LAL",L,120.0,42.29,87.43,48.3,14.43,35.86,39.49,21.0,26.71,79.56,8.86,37.71,46.57,23.57,11.86,7.0,2.14,21.86,7.0
"Mar 10, 2020 - LAC @ GSW",W,117.62,41.0,85.75,47.66,14.62,35.88,40.1,21.0,26.88,78.99,8.25,37.0,45.25,22.75,13.12,6.88,2.5,22.88,5.88
"Mar 08, 2020 - LAC vs. LAL",L,119.11,41.56,86.44,47.92,15.22,36.78,40.7,20.78,26.0,81.32,8.56,36.89,45.44,23.33,12.89,6.67,2.44,22.44,7.89
"Mar 05, 2020 - LAC @ HOU",W,117.5,40.8,86.4,47.08,14.4,36.2,38.89,21.5,27.1,80.76,9.2,36.6,45.8,22.2,13.2,6.5,2.7,22.8,6.2
"Mar 03, 2020 - LAC @ OKC",W,117.73,40.64,86.18,47.02,14.27,36.55,38.31,22.18,28.18,80.18,9.18,37.64,46.82,22.18,13.45,6.36,3.0,23.0,7.0
"Mar 01, 2020 - LAC vs. PHI",W,117.0,40.42,86.0,46.87,14.0,36.5,37.67,22.17,28.0,80.55,8.92,37.42,46.33,21.92,13.17,6.42,2.83,22.92,7.67
"Feb 28, 2020 - LAC vs. DEN",W,118.46,40.77,85.23,47.82,13.92,35.54,38.94,23.0,29.0,80.55,8.69,36.92,45.62,22.15,13.0,6.38,3.08,22.46,7.54
"Feb 26, 2020 - LAC @ PHX",W,119.43,41.29,85.5,48.25,14.21,35.79,39.46,22.64,28.36,81.22,8.86,36.79,45.64,23.07,12.93,6.36,3.21,22.21,9.07
"Feb 24, 2020 - LAC vs. MEM",W,118.27,41.0,85.4,47.97,14.2,35.93,39.28,22.07,27.47,82.03,9.0,36.67,45.67,23.0,13.13,6.67,3.13,22.2,9.13
"Feb 22, 2020 - LAC vs. SAC",L,118.62,41.38,85.94,48.09,14.31,36.0,39.52,21.56,26.81,82.05,9.12,36.81,45.94,23.62,13.06,6.69,3.25,22.06,10.25
"Feb 13, 2020 - LAC @ BOS",L,117.71,40.94,86.0,47.56,14.06,35.65,39.16,21.76,26.94,82.29,9.35,36.65,46.0,23.41,13.41,6.71,3.24,22.06,9.12
"Feb 11, 2020 - LAC @ PHI",L,118.56,41.22,87.33,47.24,13.89,35.61,38.73,22.22,27.5,82.23,9.61,36.89,46.5,23.17,13.56,6.56,3.61,22.56,8.17
"Feb 09, 2020 - LAC @ CLE",W,117.74,41.16,87.47,47.09,13.89,35.37,39.07,21.53,26.74,81.54,9.37,36.89,46.26,23.26,13.32,6.32,3.74,22.37,7.37
"Feb 08, 2020 - LAC @ MIN",L,118.5,41.75,87.75,47.59,13.8,35.4,38.78,21.2,26.4,81.22,9.4,37.15,46.55,23.5,13.25,6.55,3.85,22.3,9.05
"Feb 05, 2020 - LAC vs. MIA",W,118.33,41.71,87.67,47.6,13.57,34.95,38.58,21.33,26.52,81.29,9.33,37.05,46.38,23.52,13.33,6.62,3.9,22.05,7.33
"Feb 03, 2020 - LAC vs. SAS",W,118.77,41.86,87.73,47.73,14.05,35.82,38.85,21.0,26.18,80.95,9.27,37.32,46.59,24.05,13.36,6.59,3.95,22.0,7.77
"Feb 01, 2020 - LAC vs. MIN",W,118.3,41.74,87.57,47.67,13.91,35.43,38.93,20.91,26.09,80.87,9.09,37.7,46.78,24.22,13.3,6.43,3.87,21.83,7.57
"Jan 30, 2020 - LAC vs. SAC",L,118.29,41.88,88.0,47.6,13.83,35.38,38.77,20.71,25.75,81.2,9.21,37.71,46.92,24.04,13.29,6.5,4.0,22.17,7.75
"Jan 26, 2020 - LAC @ ORL",W,117.68,41.6,88.16,47.22,13.8,35.2,38.9,20.68,25.72,81.16,9.28,37.32,46.6,24.12,13.36,6.48,4.08,22.08,6.6
"Jan 24, 2020 - LAC @ MIA",W,117.46,41.42,87.81,47.2,13.77,35.0,39.07,20.85,25.85,81.35,9.38,37.46,46.85,23.96,13.54,6.31,4.19,22.23,6.92
"Jan 22, 2020 - LAC @ ATL",L,117.63,41.48,88.04,47.14,13.85,35.0,39.31,20.81,25.74,81.56,9.44,37.44,46.89,24.3,13.37,6.26,4.15,22.19,6.85
"Jan 21, 2020 - LAC @ DAL",W,116.82,41.18,87.68,46.97,13.5,34.5,38.59,20.96,26.21,80.94,9.39,37.43,46.82,24.11,13.39,6.21,4.29,22.11,6.36
"Jan 18, 2020 - LAC @ NOP",W,116.59,41.0,88.0,46.63,13.45,34.62,38.35,21.14,26.45,80.86,9.76,37.41,47.17,23.93,13.31,6.31,4.24,22.07,6.24
"Jan 16, 2020 - LAC vs. ORL",W,117.13,41.17,88.17,46.73,13.33,34.5,38.15,21.47,26.87,80.82,9.77,37.03,46.8,23.87,13.27,6.5,4.17,22.3,6.13
"Jan 14, 2020 - LAC vs. CLE",W,117.29,41.35,88.39,46.82,13.35,34.42,38.33,21.23,26.65,80.47,9.77,37.42,47.19,24.03,13.16,6.42,4.16,22.13,6.81
"Jan 12, 2020 - LAC @ DEN",L,117.62,41.59,88.56,46.98,13.41,34.53,38.37,21.03,26.47,80.18,9.91,37.47,47.38,24.19,13.09,6.44,4.28,21.81,7.38
"Jan 10, 2020 - LAC vs. GSW",W,117.21,41.48,88.42,46.93,13.24,34.48,37.94,21.0,26.45,80.08,9.91,37.3,47.21,24.09,13.12,6.48,4.3,21.94,6.85
"Jan 05, 2020 - LAC vs. NYK",W,116.97,41.47,88.29,46.98,13.18,34.62,37.65,20.85,26.32,79.87,9.88,37.53,47.41,24.18,13.29,6.44,4.38,22.0,6.91
"Jan 04, 2020 - LAC vs. MEM",L,117.49,41.57,88.14,47.19,13.31,34.54,38.18,21.03,26.51,79.92,9.89,37.37,47.26,24.2,13.46,6.37,4.34,22.14,6.8
"Jan 02, 2020 - LAC vs. DET",W,117.39,41.67,88.5,47.12,13.14,34.42,37.77,20.92,26.39,79.85,10.0,37.31,47.31,24.08,13.44,6.28,4.25,22.14,5.89
"Dec 31, 2019 - LAC @ SAC",W,117.62,41.89,88.59,47.31,13.08,34.24,37.81,20.76,26.24,79.62,10.03,37.38,47.41,24.22,13.49,6.27,4.43,22.14,6.11
"Dec 28, 2019 - LAC vs. UTA",L,117.29,41.74,88.58,47.14,13.05,34.29,37.69,20.76,26.13,80.04,10.13,37.37,47.5,24.13,13.45,6.34,4.37,22.0,6.42
"Dec 25, 2019 - LAC @ LAL",W,117.03,41.56,88.74,46.88,13.03,34.44,37.49,20.87,26.15,80.36,10.28,37.18,47.46,24.08,13.31,6.41,4.36,21.9,5.92
"Dec 22, 2019 - LAC @ OKC",L,116.88,41.5,88.65,46.85,12.93,34.2,37.46,20.95,26.3,80.23,10.35,37.17,47.52,24.07,13.38,6.4,4.4,21.77,5.9
"Dec 21, 2019 - LAC @ SAS",W,116.76,41.46,88.59,46.84,12.88,34.02,37.54,20.95,26.24,80.4,10.34,37.05,47.39,24.02,13.46,6.41,4.34,21.8,5.61
