MATCH UP,W/L,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,+/-
"Aug 12, 2020 - TOR @ PHI",W,117.0,45.0,90.0,50.0,18.0,35.0,51.4,9.0,14.0,64.3,13.0,38.0,51.0,27.0,19.0,8.0,5.0,24.0,8.0
"Aug 10, 2020 - TOR @ MIL",W,121.0,42.5,90.0,47.2,18.0,39.0,46.65,18.0,27.0,65.9,12.0,37.0,49.0,27.5,15.5,8.0,6.0,23.5,6.0
"Aug 09, 2020 - TOR vs. MEM",W,118.67,42.33,92.33,45.9,16.0,39.33,41.1,18.0,26.67,67.0,13.33,37.67,51.0,26.33,15.0,9.0,6.0,24.67,6.67
"Aug 07, 2020 - TOR vs. BOS",L,116.0,40.25,87.0,46.4,15.75,39.25,40.45,19.75,28.25,69.2,11.25,37.0,48.25,26.0,17.75,11.0,6.25,24.25,7.25
"Aug 05, 2020 - TOR @ ORL",W,112.8,39.8,87.4,45.66,14.6,39.0,37.62,18.6,26.0,71.84,10.8,37.4,48.2,24.8,17.8,10.4,6.4,23.0,1.4
"Aug 03, 2020 - TOR @ MIA",W,112.17,39.5,85.83,46.17,14.17,38.0,37.42,19.0,26.67,71.53,9.5,38.0,47.5,24.83,17.33,9.67,5.67,22.67,2.83
"Aug 01, 2020 - TOR vs. LAL",W,111.43,38.0,83.14,45.76,14.43,37.14,39.21,21.0,28.0,74.41,8.57,37.71,46.29,24.0,17.86,9.14,5.29,22.14,3.0
"Mar 09, 2020 - TOR @ UTA",W,110.88,37.62,83.25,45.25,14.38,36.75,39.46,21.25,27.75,76.18,8.38,38.5,46.88,24.0,17.88,8.88,5.25,22.88,4.5
"Mar 08, 2020 - TOR @ SAC",W,109.78,37.44,83.22,45.04,14.22,36.67,39.09,20.67,26.67,77.59,9.0,38.56,47.56,23.78,18.11,8.89,4.89,21.89,5.0
"Mar 05, 2020 - TOR @ GSW",W,110.6,37.6,83.1,45.3,14.7,37.8,39.14,20.7,26.7,77.61,8.3,38.1,46.4,24.1,17.2,9.0,4.7,21.9,5.0
"Mar 03, 2020 - TOR @ PHX",W,111.55,37.82,83.18,45.51,14.55,38.09,38.46,21.36,27.09,78.76,7.82,37.91,45.73,24.45,16.73,9.09,4.55,22.09,5.27
"Mar 01, 2020 - TOR @ DEN",L,112.5,38.0,83.42,45.59,14.5,37.75,38.69,22.0,27.75,79.11,7.92,37.92,45.83,23.83,16.58,9.08,4.58,22.33,5.58
"Feb 28, 2020 - TOR vs. CHA",L,112.92,38.23,83.85,45.63,14.15,37.77,37.74,22.31,27.85,79.92,7.92,37.15,45.08,23.85,16.23,9.08,4.54,22.46,4.0
"Feb 25, 2020 - TOR vs. MIL",L,111.71,37.86,84.64,44.85,13.86,38.14,36.71,22.14,27.93,79.14,8.36,36.71,45.07,23.5,15.43,9.21,4.43,22.64,3.5
"Feb 23, 2020 - TOR vs. IND",W,110.73,37.47,85.07,44.21,14.13,39.07,36.57,21.67,27.47,78.63,8.4,36.53,44.93,23.33,15.53,8.87,4.47,22.87,2.53
"Feb 21, 2020 - TOR vs. PHX",W,111.75,38.06,85.5,44.64,14.31,39.38,36.69,21.31,26.88,79.27,8.5,37.19,45.69,23.88,15.62,8.88,4.81,22.75,5.25
"Feb 12, 2020 - TOR @ BKN",L,112.12,38.29,85.18,45.1,14.29,39.24,36.76,21.24,26.59,79.95,8.41,37.41,45.82,23.88,16.18,8.76,5.29,22.59,5.94
"Feb 10, 2020 - TOR vs. MIN",W,110.94,38.06,85.44,44.69,14.22,39.44,36.39,20.61,25.83,79.78,8.28,37.33,45.61,23.72,16.0,8.61,5.22,22.44,5.06
"Feb 08, 2020 - TOR vs. BKN",W,112.32,38.74,85.63,45.36,14.37,39.11,37.19,20.47,25.68,79.71,8.32,37.05,45.37,24.0,16.21,8.95,5.16,22.63,5.37
"Feb 07, 2020 - TOR @ IND",W,112.65,39.05,86.1,45.46,14.35,38.9,37.33,20.2,25.45,79.29,8.55,36.95,45.5,23.9,15.75,8.8,5.15,22.6,5.15
