MATCH UP,W/L,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,+/-
"Mar 08, 2020 - MIN vs. NOP",L,111.0,40.0,83.0,48.2,14.0,35.0,40.0,17.0,23.0,73.9,8.0,33.0,41.0,21.0,19.0,9.0,0.0,20.0,-6.0
"Mar 06, 2020 - MIN vs. ORL",L,109.0,38.5,88.5,43.8,11.0,34.0,32.1,21.0,27.0,77.25,8.5,33.0,41.5,20.5,18.0,12.0,1.5,21.5,-9.5
"Mar 04, 2020 - MIN vs. CHI",W,112.0,41.0,91.67,44.83,10.67,35.0,30.4,19.33,24.67,78.17,9.0,30.67,39.67,23.67,14.67,10.0,2.0,21.33,-11.0
"Mar 03, 2020 - MIN @ NOP",W,112.75,40.75,89.0,45.98,12.75,37.0,33.85,18.5,24.75,74.62,9.25,31.25,40.5,24.5,15.5,8.75,2.5,19.75,-6.5
"Mar 01, 2020 - MIN vs. DAL",L,118.0,43.4,90.6,47.92,13.0,36.4,35.32,18.2,23.8,76.7,9.4,31.4,40.8,25.8,15.6,9.2,2.4,20.2,-4.2
"Feb 28, 2020 - MIN @ ORL",L,113.5,42.17,92.0,46.0,13.0,37.33,34.6,16.17,22.33,70.58,10.17,33.33,43.5,24.67,15.33,9.17,2.5,19.67,-6.83
"Feb 26, 2020 - MIN @ MIA",W,115.14,42.71,92.43,46.34,13.57,38.29,35.17,16.14,22.57,70.03,9.57,32.43,42.0,25.0,15.29,9.29,3.0,19.71,-7.43
"Feb 24, 2020 - MIN @ DAL",L,116.88,43.25,92.25,47.0,14.0,39.25,35.4,16.38,22.88,70.28,9.0,31.88,40.88,25.38,15.38,10.12,3.62,21.62,-6.12
"Feb 23, 2020 - MIN @ DEN",L,117.56,43.11,92.56,46.69,14.11,39.56,35.43,17.22,24.11,70.31,8.78,32.22,41.0,24.33,15.0,9.44,3.89,21.67,-7.22
"Feb 21, 2020 - MIN vs. BOS",L,117.4,42.8,92.3,46.46,14.1,39.6,35.39,17.7,24.6,70.87,8.8,31.9,40.7,24.5,15.0,9.2,3.7,21.1,-7.7
"Feb 12, 2020 - MIN vs. CHA",L,117.36,42.18,92.0,45.91,14.18,39.82,35.42,18.82,25.55,72.22,8.73,32.18,40.91,24.36,14.55,9.09,4.27,21.64,-7.91
"Feb 10, 2020 - MIN @ TOR",L,116.58,41.92,92.75,45.3,14.17,40.58,34.85,18.58,25.08,72.87,9.17,32.33,41.5,24.42,14.25,9.17,4.5,21.42,-7.83
"Feb 08, 2020 - MIN vs. LAC",W,117.31,41.69,92.23,45.3,14.46,40.54,35.63,19.46,25.85,73.85,9.23,32.0,41.23,24.38,14.92,8.92,4.46,21.23,-8.08
"Feb 05, 2020 - MIN vs. ATL",L,119.07,42.43,92.43,45.97,15.29,40.79,37.31,18.93,25.29,73.34,9.21,32.36,41.57,25.43,14.79,8.86,4.36,21.21,-5.57
"Feb 03, 2020 - MIN @ SAC",L,119.13,42.6,92.33,46.21,14.87,40.4,36.53,19.07,25.47,73.45,9.0,32.0,41.0,24.93,14.93,9.13,4.53,21.2,-5.67
"Feb 01, 2020 - MIN @ LAC",L,118.5,42.25,91.88,46.04,14.75,40.25,36.39,19.25,25.62,73.78,9.31,31.94,41.25,24.94,15.0,9.31,4.62,21.44,-5.56
"Jan 27, 2020 - MIN vs. SAC",L,117.76,41.76,91.41,45.71,14.29,40.18,35.3,19.94,26.29,74.36,9.12,32.29,41.41,24.88,15.12,9.29,4.59,21.35,-5.94
"Jan 25, 2020 - MIN vs. OKC",L,118.39,41.83,91.28,45.86,14.78,40.5,36.12,19.94,26.67,73.6,9.17,32.44,41.61,25.11,15.5,9.17,4.78,21.67,-5.83
"Jan 24, 2020 - MIN vs. HOU",L,117.63,41.74,91.21,45.78,14.63,40.63,35.68,19.53,26.21,73.24,9.05,32.53,41.58,25.53,15.37,9.16,4.74,21.63,-6.0
"Jan 22, 2020 - MIN @ CHI",L,117.95,42.05,91.55,45.94,14.45,40.2,35.62,19.4,25.9,73.83,9.25,32.8,42.05,25.65,15.45,9.1,4.9,21.85,-6.05
"Jan 20, 2020 - MIN vs. DEN",L,117.57,42.0,91.29,46.02,14.48,40.38,35.55,19.1,25.81,72.89,9.29,32.81,42.1,25.71,15.57,9.0,4.81,22.0,-6.1
"Jan 18, 2020 - MIN vs. TOR",L,116.77,41.82,91.27,45.83,14.41,40.45,35.34,18.73,25.27,73.15,9.36,32.73,42.09,25.73,15.27,8.91,4.82,21.5,-6.14
"Jan 17, 2020 - MIN @ IND",L,116.57,41.65,91.39,45.6,14.39,40.87,35.02,18.87,25.35,73.51,9.48,32.91,42.39,26.09,15.35,8.87,4.83,21.35,-6.3
"Jan 15, 2020 - MIN vs. IND",L,116.46,41.58,91.25,45.59,14.5,40.79,35.38,18.79,25.17,73.83,9.38,32.75,42.12,25.92,15.25,8.67,4.67,21.25,-6.12
"Jan 13, 2020 - MIN vs. OKC",L,115.76,41.44,91.12,45.5,14.36,40.28,35.54,18.52,24.8,73.87,9.4,32.84,42.24,25.92,15.24,8.56,4.76,20.96,-6.08
"Jan 11, 2020 - MIN @ HOU",L,115.31,41.31,91.12,45.35,14.27,40.08,35.49,18.42,24.65,73.96,9.38,32.65,42.04,25.81,15.04,8.62,4.81,20.96,-6.35
"Jan 09, 2020 - MIN vs. POR",W,115.07,41.11,91.26,45.08,14.22,40.37,35.18,18.63,25.07,73.69,9.52,32.59,42.11,25.89,15.15,8.74,4.78,20.85,-7.22
"Jan 07, 2020 - MIN @ MEM",L,115.11,41.21,91.18,45.23,14.18,40.07,35.37,18.5,24.93,73.61,9.71,32.89,42.61,25.86,15.14,8.68,4.93,21.11,-6.46
"Jan 05, 2020 - MIN @ CLE",W,115.0,41.17,91.14,45.2,14.21,40.31,35.25,18.45,24.79,73.87,9.72,32.79,42.52,25.76,15.31,8.72,4.79,21.17,-6.48
"Jan 02, 2020 - MIN vs. GSW",W,115.1,41.37,91.27,45.35,14.2,40.23,35.3,18.17,24.4,73.97,9.87,32.67,42.53,25.97,15.37,8.97,4.9,21.1,-5.77
"Jan 01, 2020 - MIN @ MIL",L,114.58,41.26,91.39,45.17,14.16,40.32,35.14,17.9,24.16,73.48,10.1,32.74,42.84,25.84,15.35,8.9,4.97,21.06,-5.1
"Dec 30, 2019 - MIN vs. BKN",W,114.25,41.03,91.38,44.93,14.19,40.5,35.06,18.0,24.28,73.53,9.97,33.03,43.0,25.59,15.25,8.84,5.06,21.19,-5.0
"Dec 28, 2019 - MIN vs. CLE",L,114.48,41.06,91.76,44.79,14.27,40.61,35.17,18.09,24.42,73.49,10.0,33.52,43.52,25.42,15.21,8.94,5.15,21.21,-4.64
"Dec 26, 2019 - MIN @ SAC",W,113.71,40.82,91.79,44.52,14.09,40.5,34.77,17.97,24.26,73.5,10.12,33.29,43.41,25.18,15.29,9.18,5.24,21.44,-4.68
"Dec 23, 2019 - MIN @ GSW",L,113.46,40.69,92.14,44.24,13.97,40.66,34.39,18.11,24.4,73.66,10.23,33.8,44.03,25.11,15.29,9.11,5.23,21.4,-4.51
"Dec 21, 2019 - MIN @ POR",L,113.19,40.53,92.0,44.13,13.89,40.47,34.34,18.25,24.53,73.82,10.19,33.72,43.92,24.86,15.31,9.14,5.28,21.31,-4.64
"Dec 20, 2019 - MIN @ DEN",L,113.0,40.46,91.86,44.11,13.92,40.38,34.51,18.16,24.3,74.36,10.11,33.68,43.78,24.62,15.35,9.11,5.35,21.22,-4.7
"Dec 18, 2019 - MIN vs. NOP",L,112.66,40.34,91.74,44.04,13.82,40.42,34.22,18.16,24.37,74.16,10.26,33.58,43.84,24.5,15.32,9.08,5.42,21.05,-4.82
"Dec 13, 2019 - MIN vs. LAC",L,112.31,40.23,91.82,43.88,13.72,40.38,34.0,18.13,24.44,73.87,10.31,33.51,43.82,24.38,15.21,9.08,5.36,20.97,-4.9
"Dec 11, 2019 - MIN vs. UTA",L,112.42,40.17,91.65,43.91,13.62,40.4,33.76,18.45,24.75,74.12,10.22,33.48,43.7,24.2,15.28,9.07,5.3,21.1,-4.95
