MATCH UP,W/L,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,+/-
"Mar 08, 2020 - CLE vs. SAS",W,103.0,40.0,80.0,50.0,6.0,24.0,25.0,17.0,23.0,73.9,9.0,26.0,35.0,29.0,18.0,9.0,5.0,15.0,-5.0
"Mar 07, 2020 - CLE vs. DEN",W,117.5,41.5,87.0,47.85,9.5,29.0,31.6,25.0,34.0,73.6,11.5,36.0,47.5,27.5,18.0,6.5,4.5,19.5,-1.0
"Mar 04, 2020 - CLE vs. BOS",L,113.0,41.67,83.33,50.33,10.33,28.67,35.37,19.33,26.67,71.3,10.33,34.33,44.67,29.0,19.33,7.0,3.67,18.67,0.0
"Mar 02, 2020 - CLE vs. UTA",L,111.25,41.0,84.75,48.7,11.0,31.0,35.08,18.25,25.0,72.22,12.0,34.0,46.0,27.75,17.75,6.75,3.25,18.75,-1.5
"Feb 29, 2020 - CLE vs. IND",L,111.6,41.2,86.0,48.2,12.2,33.0,36.36,17.0,23.6,71.12,11.8,32.2,44.0,27.8,15.6,7.4,2.8,18.6,-3.8
"Feb 28, 2020 - CLE @ NOP",L,110.33,41.17,85.83,48.2,11.0,31.17,34.08,17.0,23.0,73.43,10.83,31.83,42.67,28.17,15.67,7.67,2.83,17.67,-4.67
"Feb 26, 2020 - CLE vs. PHI",W,109.43,41.43,87.14,47.79,11.0,31.14,34.29,15.57,21.43,71.27,10.71,30.71,41.43,28.0,15.43,7.57,2.71,17.0,-5.71
"Feb 24, 2020 - CLE vs. MIA",W,109.25,41.38,86.0,48.39,11.0,30.25,35.73,15.5,20.88,73.39,10.5,31.75,42.25,27.5,15.88,7.25,2.88,16.88,-3.25
"Feb 22, 2020 - CLE @ MIA",L,111.0,41.56,87.22,47.93,11.33,31.0,35.96,16.56,22.33,73.4,10.78,32.67,43.44,27.22,15.44,7.33,3.22,17.22,-2.22
"Feb 21, 2020 - CLE @ WAS",W,110.4,41.2,86.4,47.95,11.5,31.5,35.97,16.5,22.3,73.33,10.8,32.3,43.1,27.4,16.4,7.4,3.1,17.3,-3.9
"Feb 12, 2020 - CLE vs. ATL",W,110.64,41.36,85.91,48.42,11.45,31.09,36.4,16.45,22.55,72.48,10.73,32.73,43.45,26.64,16.91,7.0,3.36,17.91,-3.09
"Feb 09, 2020 - CLE vs. LAC",L,112.0,41.92,86.58,48.64,11.33,30.83,36.34,16.83,22.75,73.44,11.25,33.17,44.42,26.5,16.92,7.08,3.58,18.25,-1.0
"Feb 05, 2020 - CLE @ OKC",L,110.46,41.38,87.23,47.73,11.0,31.0,35.18,16.69,22.69,73.04,11.62,32.85,44.46,26.15,16.85,7.23,3.38,18.15,-4.08
"Feb 03, 2020 - CLE vs. NYK",L,109.93,41.36,87.36,47.61,11.29,31.5,35.49,15.93,21.86,71.71,11.43,33.07,44.5,26.5,17.07,7.0,3.29,18.57,-4.21
"Feb 01, 2020 - CLE vs. GSW",L,111.53,42.07,87.67,48.21,11.73,31.73,36.55,15.67,21.6,71.38,11.0,32.8,43.8,27.0,16.93,6.93,3.27,18.53,-4.27
"Jan 30, 2020 - CLE vs. TOR",L,111.56,42.0,88.12,47.89,12.0,32.5,36.54,15.56,21.12,73.17,11.12,32.81,43.94,26.94,16.88,7.0,3.25,18.31,-5.19
"Jan 28, 2020 - CLE vs. NOP",L,111.41,42.0,88.24,47.82,12.06,32.71,36.51,15.35,20.71,73.91,11.35,33.06,44.41,26.71,17.24,7.0,3.24,18.47,-5.24
"Jan 27, 2020 - CLE @ DET",W,111.39,42.0,88.72,47.57,12.0,32.78,36.28,15.39,20.56,74.74,11.5,33.0,44.5,26.61,17.06,7.0,3.17,18.56,-5.72
"Jan 25, 2020 - CLE vs. CHI",L,111.58,42.32,89.11,47.7,11.84,32.32,36.35,15.11,20.16,74.85,11.47,33.05,44.53,26.53,16.89,7.11,3.32,18.68,-4.63
"Jan 23, 2020 - CLE vs. WAS",L,111.3,42.3,88.85,47.82,11.9,32.2,36.7,14.8,19.7,75.2,11.45,33.0,44.45,26.7,17.1,7.0,3.2,18.75,-5.0
"Jan 20, 2020 - CLE vs. NYK",L,111.33,42.38,89.19,47.72,11.86,32.24,36.53,14.71,19.57,75.26,11.38,32.67,44.05,26.57,16.71,7.0,3.1,18.86,-5.33
"Jan 18, 2020 - CLE @ CHI",L,110.18,41.91,89.41,47.1,11.82,32.27,36.39,14.55,19.45,74.78,11.59,32.86,44.45,26.05,16.41,6.91,3.14,18.64,-6.0
"Jan 17, 2020 - CLE @ MEM",L,110.43,41.83,88.7,47.43,11.96,32.13,37.05,14.83,19.61,75.5,11.39,32.7,44.09,26.09,16.87,6.83,3.22,18.61,-5.83
