MATCH UP,W/L,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,+/-
"Aug 11, 2020 - POR @ DAL",W,134.0,50.0,104.0,48.1,13.0,39.0,33.3,21.0,24.0,87.5,14.0,28.0,42.0,25.0,9.0,10.0,4.0,21.0,1.0
"Aug 09, 2020 - POR vs. PHI",W,134.0,48.0,101.0,47.5,14.0,38.5,36.4,24.0,26.5,90.3,13.0,32.0,45.0,21.5,8.5,9.5,3.5,26.0,2.0
"Aug 08, 2020 - POR vs. LAC",L,130.67,46.33,97.67,47.43,13.0,37.33,34.73,25.0,27.33,91.23,11.0,32.67,43.67,20.67,9.0,9.0,4.33,22.67,2.33
"Aug 06, 2020 - POR @ DEN",W,127.25,45.75,95.75,47.8,14.0,38.75,35.92,21.75,24.75,86.07,10.5,32.5,43.0,21.5,9.5,8.0,3.75,23.5,0.5
"Aug 04, 2020 - POR vs. HOU",W,126.8,45.2,95.0,47.58,15.8,38.8,40.54,20.6,23.8,84.86,11.0,31.2,42.2,23.2,9.4,7.8,4.2,22.4,2.4
"Aug 02, 2020 - POR @ BOS",L,124.0,44.17,95.0,46.5,15.17,37.5,40.23,20.5,24.67,82.22,11.67,34.17,45.83,22.33,9.83,7.67,4.33,22.17,3.33
"Jul 31, 2020 - POR vs. MEM",W,124.0,44.29,94.29,47.0,15.71,38.14,40.94,19.71,23.43,83.87,11.29,33.0,44.29,23.57,10.14,7.71,4.43,22.57,2.29
"Mar 10, 2020 - POR vs. PHX",W,126.0,44.88,93.88,47.85,15.38,37.12,41.24,20.88,24.75,84.05,11.0,33.0,44.0,24.0,11.0,8.0,5.0,24.25,2.62
"Mar 07, 2020 - POR vs. SAC",L,125.44,44.89,93.33,48.16,15.56,36.89,42.06,20.11,23.89,83.87,10.78,33.44,44.22,23.56,11.0,8.11,5.44,23.44,4.11
"Mar 06, 2020 - POR @ PHX",L,124.0,44.6,92.9,48.06,15.0,37.1,40.41,19.8,24.1,82.02,10.7,33.2,43.9,23.4,11.0,8.2,5.2,22.7,2.5
"Mar 04, 2020 - POR vs. WAS",W,123.36,44.45,92.36,48.18,14.82,36.64,40.43,19.64,24.09,81.38,10.55,32.91,43.45,23.64,11.45,8.0,5.27,22.36,1.36
"Mar 02, 2020 - POR @ ORL",W,123.5,44.25,91.42,48.49,14.67,36.17,40.55,20.33,24.75,81.89,10.25,33.5,43.75,23.67,11.83,7.92,5.75,22.5,3.0
"Feb 29, 2020 - POR @ ATL",L,124.0,44.62,91.15,49.05,14.77,35.92,41.16,20.0,24.08,83.28,9.92,34.23,44.15,23.92,11.85,7.77,5.62,22.62,4.54
"Feb 27, 2020 - POR @ IND",L,123.5,44.79,91.36,49.11,14.29,35.36,40.26,19.64,23.86,82.44,10.14,33.86,44.0,23.21,12.21,7.86,5.5,22.86,3.36
"Feb 25, 2020 - POR vs. BOS",L,121.93,44.53,91.2,48.91,13.93,35.0,39.58,18.93,23.2,81.23,10.13,33.93,44.07,22.6,12.33,7.67,5.47,22.73,2.73
"Feb 23, 2020 - POR vs. DET",W,120.94,44.12,90.81,48.65,13.88,34.75,39.73,18.81,23.19,80.77,10.0,33.88,43.88,22.69,12.62,7.69,5.38,22.25,1.81
"Feb 21, 2020 - POR vs. NOP",L,120.12,43.94,90.41,48.66,13.82,34.47,39.94,18.41,22.94,79.74,9.94,33.76,43.71,22.53,12.47,7.59,5.35,22.0,1.88
"Feb 12, 2020 - POR @ MEM",L,119.83,43.89,90.61,48.49,13.61,34.06,39.77,18.44,23.06,79.53,10.11,33.72,43.83,22.39,12.56,7.56,5.56,22.0,1.06
"Feb 11, 2020 - POR @ NOP",L,119.0,43.47,90.95,47.89,13.58,34.21,39.53,18.47,23.11,79.51,10.42,33.79,44.21,22.32,12.47,7.53,5.42,21.68,0.63
"Feb 09, 2020 - POR vs. MIA",W,118.9,43.5,91.05,47.87,13.25,33.95,38.76,18.65,23.35,79.47,10.5,33.5,44.0,22.25,12.6,7.4,5.3,21.9,-0.45
"Feb 07, 2020 - POR @ UTA",L,118.71,43.33,90.76,47.83,13.52,34.33,39.06,18.52,23.29,79.14,10.24,33.71,43.95,22.14,12.67,7.48,5.33,21.9,-0.14
"Feb 06, 2020 - POR vs. SAS",W,118.5,43.36,91.05,47.72,13.68,34.59,39.22,18.09,22.86,78.47,10.23,33.68,43.91,21.77,12.5,7.55,5.27,21.73,-0.27
"Feb 04, 2020 - POR @ DEN",L,118.78,43.61,91.09,47.96,13.87,34.7,39.63,17.7,22.39,78.32,10.17,34.0,44.17,22.04,12.48,7.3,5.3,21.61,0.09
"Feb 01, 2020 - POR vs. UTA",W,117.96,43.29,91.08,47.61,13.67,34.54,39.18,17.71,22.38,78.46,10.12,33.71,43.83,21.79,12.33,7.21,5.33,21.62,-1.08
"Jan 31, 2020 - POR @ LAL",W,118.2,43.44,91.12,47.75,13.72,34.32,39.68,17.6,22.2,78.66,10.28,33.84,44.12,21.72,12.32,7.08,5.32,21.52,-0.36
"Jan 29, 2020 - POR vs. HOU",W,118.54,43.65,91.35,47.86,13.69,34.38,39.55,17.54,22.15,78.56,10.12,33.85,43.96,21.85,12.12,7.19,5.42,21.54,-0.04
"Jan 26, 2020 - POR vs. IND",W,118.78,43.74,91.26,48.0,13.67,34.44,39.42,17.63,22.33,78.4,10.11,34.07,44.19,21.93,12.37,7.22,5.52,21.48,0.44
"Jan 23, 2020 - POR vs. DAL",L,119.5,43.93,91.21,48.23,13.89,34.46,40.05,17.75,22.43,78.6,10.18,33.96,44.14,22.11,12.54,7.0,5.57,21.46,0.79
"Jan 20, 2020 - POR vs. GSW",W,119.69,44.0,91.21,48.31,14.14,34.62,40.52,17.55,22.17,78.64,10.21,33.9,44.1,22.03,12.62,6.9,5.52,21.41,0.48
"Jan 18, 2020 - POR @ OKC",L,120.0,44.0,91.5,48.16,14.13,34.93,40.23,17.87,22.43,79.02,10.27,34.17,44.43,22.0,12.6,6.8,5.7,21.33,0.63
"Jan 17, 2020 - POR @ DAL",L,119.55,43.84,91.48,47.99,14.06,34.84,40.15,17.81,22.39,78.93,10.32,33.97,44.29,21.65,12.58,6.81,5.74,21.55,0.19
"Jan 15, 2020 - POR @ HOU",W,119.31,43.84,91.28,48.11,13.91,34.69,39.83,17.72,22.38,78.6,10.25,33.91,44.16,21.75,12.56,6.78,5.72,21.56,-0.06
"Jan 13, 2020 - POR vs. CHA",W,119.24,43.76,91.39,47.96,13.82,34.73,39.55,17.91,22.58,78.72,10.3,34.27,44.58,21.76,12.42,6.76,5.67,21.48,0.24
"Jan 11, 2020 - POR vs. MIL",L,119.12,43.71,91.15,48.04,13.88,34.79,39.66,17.82,22.47,78.73,10.26,34.38,44.65,21.88,12.44,6.68,5.65,21.47,0.32
"Jan 09, 2020 - POR @ MIN",L,118.6,43.51,91.26,47.78,13.77,34.83,39.32,17.8,22.43,78.79,10.2,34.54,44.74,21.74,12.46,6.66,5.6,21.43,-0.29
"Jan 07, 2020 - POR @ TOR",W,118.14,43.28,91.39,47.47,13.69,34.89,39.05,17.89,22.67,78.49,10.31,34.33,44.64,21.53,12.44,6.72,5.61,21.42,-0.67
"Jan 05, 2020 - POR @ MIA",L,117.68,43.14,91.3,47.35,13.68,34.89,39.0,17.73,22.43,78.68,10.22,34.43,44.65,21.57,12.41,6.7,5.76,21.24,-0.59
"Jan 03, 2020 - POR @ WAS",W,117.5,43.05,91.18,47.32,13.66,34.95,38.89,17.74,22.37,78.98,10.16,34.37,44.53,21.55,12.34,6.66,5.71,21.08,-0.87
"Jan 01, 2020 - POR @ NYK",L,117.62,43.1,91.1,47.41,13.46,34.69,38.51,17.95,22.64,78.97,10.18,34.26,44.44,21.41,12.21,6.64,5.74,21.08,-0.36
"Dec 30, 2019 - POR vs. PHX",L,117.0,42.95,91.17,47.21,13.38,34.62,38.33,17.73,22.45,78.5,10.18,34.33,44.5,21.3,12.12,6.58,5.72,20.82,-0.95
"Dec 28, 2019 - POR vs. LAL",L,116.98,42.98,91.29,47.18,13.39,34.61,38.4,17.63,22.34,78.48,10.17,34.27,44.44,21.37,12.05,6.54,5.68,20.78,-1.07
"Dec 26, 2019 - POR @ UTA",L,117.05,42.93,91.17,47.19,13.43,34.62,38.51,17.76,22.45,78.64,10.14,34.17,44.31,21.29,12.14,6.48,5.74,20.81,-1.24
"Dec 23, 2019 - POR vs. NOP",L,117.0,42.93,91.12,47.22,13.47,34.6,38.64,17.67,22.37,78.53,10.16,34.12,44.28,21.12,12.14,6.42,5.63,20.81,-1.35
"Dec 21, 2019 - POR vs. MIN",W,116.48,42.8,91.11,47.07,13.25,34.48,38.07,17.64,22.27,78.76,10.11,34.25,44.36,21.02,12.11,6.41,5.64,20.73,-1.5
"Dec 20, 2019 - POR vs. ORL",W,116.4,42.73,91.18,46.97,13.24,34.49,38.05,17.69,22.33,78.79,10.16,34.22,44.38,20.98,12.18,6.47,5.8,20.73,-1.31
"Dec 18, 2019 - POR vs. GSW",W,116.43,42.72,91.02,47.03,13.33,34.52,38.25,17.67,22.26,79.02,10.17,34.41,44.59,20.87,12.37,6.41,5.91,20.8,-0.96
"Dec 16, 2019 - POR @ PHX",W,116.55,42.74,91.15,47.0,13.23,34.45,38.06,17.83,22.38,79.24,10.26,34.6,44.85,20.83,12.34,6.4,5.96,20.83,-0.72
"Dec 12, 2019 - POR @ DEN",L,116.44,42.69,91.0,47.01,13.25,34.44,38.12,17.81,22.33,79.36,10.23,34.54,44.77,20.83,12.5,6.46,6.02,20.96,-0.69
"Dec 10, 2019 - POR vs. NYK",W,116.08,42.65,90.9,47.03,13.16,34.35,37.96,17.61,22.1,79.23,10.16,34.41,44.57,20.86,12.43,6.41,6.04,20.86,-0.98
"Dec 08, 2019 - POR vs. OKC",L,116.06,42.58,90.88,46.95,13.24,34.48,38.03,17.66,22.14,79.31,10.18,34.66,44.84,20.84,12.42,6.4,6.06,20.86,-0.4
"Dec 06, 2019 - POR vs. LAL",L,115.67,42.45,91.06,46.74,13.16,34.45,37.82,17.61,22.06,79.39,10.33,34.63,44.96,20.75,12.33,6.41,6.1,20.96,-0.63
"Dec 04, 2019 - POR vs. SAC",W,115.62,42.38,90.96,46.71,13.1,34.44,37.65,17.75,22.19,79.52,10.21,34.54,44.75,20.73,12.38,6.46,6.06,21.04,-1.06
"Dec 03, 2019 - POR @ LAC",L,115.83,42.47,90.83,46.88,13.15,34.4,37.89,17.74,22.17,79.55,10.13,34.58,44.72,20.87,12.38,6.45,6.13,20.98,-0.83
"Nov 29, 2019 - POR vs. CHI",W,115.48,42.41,90.83,46.81,13.04,34.26,37.66,17.63,22.04,79.55,10.17,34.63,44.8,20.85,12.39,6.43,6.13,21.02,-1.19
"Nov 27, 2019 - POR vs. OKC",W,115.33,42.33,90.71,46.78,12.98,34.18,37.59,17.69,22.15,79.47,10.13,34.75,44.87,20.84,12.4,6.42,6.22,21.02,-1.09
"Nov 25, 2019 - POR @ CHI",W,115.7,42.45,90.77,46.88,13.0,34.11,37.75,17.8,22.18,79.84,10.12,34.91,45.04,20.88,12.34,6.36,6.12,21.21,-0.77
"Nov 23, 2019 - POR @ CLE",L,115.72,42.51,90.74,46.96,12.91,33.98,37.61,17.79,22.18,79.79,10.18,35.04,45.21,20.91,12.39,6.39,6.11,21.19,-0.35
"Nov 21, 2019 - POR @ MIL",L,115.52,42.45,90.67,46.92,12.93,34.09,37.56,17.69,22.07,79.71,10.1,34.98,45.09,20.91,12.34,6.38,6.1,21.17,-0.45
"Nov 19, 2019 - POR @ NOP",L,115.75,42.58,90.88,46.95,13.0,34.17,37.66,17.59,21.93,79.81,10.08,34.93,45.02,21.1,12.27,6.37,6.19,21.27,-0.58
"Nov 18, 2019 - POR @ HOU",L,115.55,42.53,90.9,46.89,13.05,34.08,37.95,17.43,21.78,79.51,10.1,34.97,45.07,21.08,12.35,6.35,6.15,21.3,-0.75
"Nov 16, 2019 - POR @ SAS",W,115.43,42.49,90.98,46.81,13.02,34.11,37.83,17.43,21.8,79.41,10.13,34.92,45.05,21.2,12.43,6.36,6.13,21.3,-1.13
"Nov 13, 2019 - POR vs. TOR",L,115.52,42.48,91.02,46.78,13.02,34.19,37.76,17.53,21.87,79.62,10.11,34.98,45.1,21.19,12.42,6.29,6.1,21.27,-1.03
"Nov 12, 2019 - POR @ SAC",L,115.37,42.41,91.1,46.67,13.08,34.41,37.72,17.46,21.78,79.65,10.13,34.94,45.06,21.24,12.41,6.24,6.11,21.19,-1.14
"Nov 10, 2019 - POR vs. ATL",W,115.11,42.28,90.88,46.63,13.0,34.34,37.55,17.55,21.91,79.6,10.08,34.91,44.98,21.14,12.48,6.2,6.09,21.16,-1.25
"Nov 08, 2019 - POR vs. BKN",L,115.25,42.32,91.08,46.58,12.98,34.37,37.49,17.62,22.0,79.59,10.17,35.06,45.23,21.11,12.55,6.26,6.14,21.17,-1.06
"Nov 07, 2019 - POR @ LAC",L,115.24,42.29,91.17,46.5,12.95,34.3,37.47,17.71,22.05,79.84,10.21,35.06,45.27,20.95,12.53,6.21,6.18,21.21,-1.11
"Nov 04, 2019 - POR @ GSW",L,115.03,42.24,91.36,46.36,12.93,34.37,37.34,17.63,21.96,79.76,10.31,35.04,45.36,20.91,12.55,6.22,6.15,21.3,-1.18
"Nov 02, 2019 - POR vs. PHI",L,115.07,42.31,91.56,46.34,12.93,34.46,37.26,17.53,21.84,79.75,10.4,34.94,45.34,20.84,12.46,6.21,6.15,21.32,-1.29
"Oct 30, 2019 - POR @ OKC",W,115.26,42.35,91.36,46.5,13.01,34.45,37.53,17.55,21.88,79.69,10.3,34.9,45.2,20.84,12.54,6.22,6.12,21.32,-1.29
"Oct 28, 2019 - POR @ SAS",L,115.07,42.23,91.29,46.4,13.07,34.46,37.69,17.54,21.91,79.57,10.29,34.97,45.26,20.81,12.63,6.26,6.14,21.44,-1.23
"Oct 27, 2019 - POR @ DAL",W,115.0,42.18,91.41,46.3,13.03,34.44,37.59,17.61,21.99,79.59,10.27,35.04,45.31,20.79,12.59,6.23,6.17,21.52,-1.25
"Oct 25, 2019 - POR @ SAC",W,115.08,42.22,91.35,46.37,12.97,34.26,37.63,17.67,22.04,79.66,10.22,35.12,45.35,20.68,12.64,6.22,6.14,21.64,-1.21
"Oct 23, 2019 - POR vs. DEN",L,115.18,42.27,91.26,46.48,12.95,34.21,37.62,17.68,22.04,79.75,10.15,35.12,45.27,20.71,12.68,6.25,6.12,21.66,-1.05
