MATCH UP,W/L,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,+/-
"Mar 08, 2020 - CHI @ BKN",L,108.0,42.0,84.0,50.0,12.0,34.0,35.3,12.0,15.0,80.0,14.0,32.0,46.0,23.0,21.0,8.0,6.0,21.0,5.0
"Mar 06, 2020 - CHI vs. IND",L,107.5,40.5,88.0,46.2,12.0,34.0,35.3,14.5,20.0,74.0,9.5,29.0,38.5,23.0,14.0,11.0,4.5,26.0,1.0
"Mar 04, 2020 - CHI @ MIN",L,105.67,40.33,91.0,44.53,11.0,35.33,31.43,14.0,18.33,78.23,12.0,28.67,40.67,24.33,15.0,11.33,5.0,25.67,-1.33
"Mar 02, 2020 - CHI vs. DAL",W,106.25,41.5,91.75,45.38,11.0,34.0,32.75,12.25,16.5,74.58,11.25,29.25,40.5,24.25,13.75,11.0,5.0,24.0,-2.75
"Feb 29, 2020 - CHI @ NYK",L,106.8,42.0,92.2,45.66,10.8,34.4,31.76,12.0,16.6,72.6,11.4,29.4,40.8,24.2,13.8,10.2,5.0,23.4,-1.8
"Feb 25, 2020 - CHI vs. OKC",L,108.17,41.83,91.67,45.73,11.83,34.5,34.57,12.67,17.67,72.1,11.67,27.83,39.5,24.5,12.83,10.5,4.67,23.17,-3.17
"Feb 23, 2020 - CHI vs. WAS",W,110.14,43.29,92.43,46.86,11.86,34.0,35.16,11.71,16.43,71.33,11.86,27.57,39.43,24.14,12.57,9.86,4.57,23.43,-3.0
"Feb 22, 2020 - CHI vs. PHX",L,112.12,43.5,91.0,47.95,12.62,34.38,36.84,12.5,17.88,70.45,11.62,27.5,39.12,24.5,14.62,10.5,4.5,24.0,-1.5
"Feb 20, 2020 - CHI vs. CHA",L,111.22,42.67,90.11,47.44,12.78,34.78,36.83,13.11,18.22,72.14,11.56,27.44,39.0,23.78,15.89,10.56,4.78,24.56,-2.22
"Feb 11, 2020 - CHI @ WAS",L,109.4,42.1,89.8,46.95,12.2,34.4,35.41,13.0,18.3,71.25,11.6,27.3,38.9,23.8,15.7,10.7,4.6,24.4,-3.0
"Feb 09, 2020 - CHI @ PHI",L,109.82,42.27,90.0,47.03,12.55,34.82,35.92,12.73,17.91,71.26,11.45,27.91,39.36,23.91,16.27,10.55,4.55,24.18,-3.82
"Feb 06, 2020 - CHI vs. NOP",L,109.92,42.33,89.83,47.18,12.5,34.58,36.05,12.75,17.83,71.7,11.67,27.92,39.58,23.83,16.42,10.33,4.42,24.17,-4.08
"Feb 02, 2020 - CHI @ TOR",L,110.62,42.62,90.08,47.36,12.54,34.15,36.72,12.85,18.23,70.87,11.62,28.0,39.62,23.92,16.38,10.38,4.15,23.54,-4.23
"Jan 31, 2020 - CHI @ BKN",L,110.0,42.07,90.07,46.76,12.71,35.14,36.34,13.14,18.79,70.48,12.0,27.71,39.71,24.0,16.36,10.36,3.86,23.36,-5.86
"Jan 29, 2020 - CHI @ IND",L,110.53,42.07,89.8,46.89,12.67,35.07,36.27,13.73,19.27,71.42,11.93,27.67,39.6,24.2,16.2,10.13,3.8,23.2,-6.47
"Jan 27, 2020 - CHI vs. SAS",W,110.25,42.25,89.5,47.27,12.25,34.94,35.14,13.5,19.0,71.12,11.56,27.69,39.25,24.31,16.44,10.12,3.75,22.81,-6.62
"Jan 25, 2020 - CHI @ CLE",W,110.24,42.24,89.71,47.15,12.35,35.06,35.29,13.41,18.76,71.65,11.71,28.18,39.88,24.53,16.18,10.0,3.65,22.82,-6.18
"Jan 24, 2020 - CHI vs. SAC",L,110.67,42.33,89.44,47.41,12.33,34.94,35.36,13.67,19.06,71.83,11.44,28.22,39.67,24.5,15.89,10.28,3.56,22.44,-5.17
"Jan 22, 2020 - CHI vs. MIN",W,109.11,41.74,88.89,46.97,12.11,35.05,34.63,13.53,18.79,72.19,11.26,28.58,39.84,24.42,16.16,10.05,3.58,22.37,-5.79
