MATCH UP,W/L,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,+/-
"Aug 11, 2020 - DAL vs. POR",L,102.0,39.0,89.0,43.8,8.0,26.0,30.8,16.0,19.0,84.2,11.0,32.0,43.0,17.0,11.0,3.0,4.0,18.0,-26.0
"Aug 10, 2020 - DAL @ UTA",W,116.5,40.5,85.0,47.85,14.0,35.0,38.15,21.5,26.0,83.0,8.0,32.0,40.0,22.5,14.0,3.5,4.5,20.5,-14.5
"Aug 08, 2020 - DAL vs. MIL",W,118.33,43.0,85.0,50.73,13.33,31.33,42.1,19.0,22.67,84.5,6.67,31.33,38.0,24.67,12.0,4.33,4.0,21.33,-7.0
"Aug 06, 2020 - DAL vs. LAC",L,122.75,44.25,92.5,48.47,14.25,36.75,39.6,20.0,23.25,86.38,7.75,34.25,42.0,27.75,10.75,4.75,3.5,22.5,-4.25
"Aug 04, 2020 - DAL @ SAC",W,120.4,43.2,91.4,47.74,14.8,39.0,38.76,19.2,22.8,84.34,7.8,33.2,41.0,27.0,10.2,4.4,3.6,21.4,-6.4
"Aug 02, 2020 - DAL @ PHX",L,119.33,41.5,91.17,45.9,13.83,39.33,35.97,22.5,27.33,83.28,9.33,35.0,44.33,26.17,11.33,4.33,3.33,21.33,-4.67
"Jul 31, 2020 - DAL vs. HOU",L,118.71,41.0,91.43,45.19,12.71,38.14,33.6,24.0,28.71,84.13,9.43,35.57,45.0,25.57,10.86,4.86,3.57,21.43,-4.29
"Mar 11, 2020 - DAL vs. DEN",W,122.5,42.12,93.12,45.49,13.75,39.5,34.76,24.5,29.88,82.83,9.88,36.38,46.25,26.12,12.0,5.12,3.62,23.25,-4.25
"Mar 10, 2020 - DAL @ SAS",L,121.44,42.11,93.0,45.51,13.56,39.0,34.71,23.67,29.11,81.83,10.22,36.67,46.89,25.78,11.89,5.56,3.44,22.22,-2.0
"Mar 08, 2020 - DAL vs. IND",L,120.2,42.1,92.9,45.53,13.9,39.5,35.1,22.1,27.3,80.92,9.9,36.5,46.4,25.5,12.1,5.8,3.4,21.9,-2.8
