MATCH UP,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,+/-
"Apr 14, 2024 - GSW vs. UTA",W,48,123,45,94,47.9,14,43,32.6,19,23,82.6,12,30,42,35,9,10,6,14,7
"Apr 12, 2024 - GSW vs. NOP",L,48,109,40,86,46.5,13,34,38.2,16,21,76.2,11,42,53,27,16,6,5,15,-5
"Apr 11, 2024 - GSW @ POR",W,48,100,36,77,46.8,12,35,34.3,16,20,80.0,10,36,46,24,16,8,13,18,8
"Apr 09, 2024 - GSW @ LAL",W,48,134,47,80,58.8,26,41,63.4,14,21,66.7,4,38,42,37,15,3,12,17,14
"Apr 07, 2024 - GSW vs. UTA",W,48,118,49,92,53.3,14,35,40.0,6,6,100,11,36,47,32,16,9,8,19,8
"Apr 05, 2024 - GSW @ DAL",L,48,106,41,93,44.1,12,35,34.3,12,18,66.7,11,33,44,27,15,12,5,19,-2
"Apr 04, 2024 - GSW @ HOU",W,48,133,47,80,58.8,17,35,48.6,22,25,88.0,12,31,43,29,21,6,2,23,23
"Apr 02, 2024 - GSW vs. DAL",W,48,104,41,90,45.6,15,32,46.9,7,7,100,11,41,52,29,17,9,4,18,4
"Mar 31, 2024 - GSW @ SAS",W,48,117,45,92,48.9,16,39,41.0,11,13,84.6,12,29,41,34,16,15,3,14,4
"Mar 29, 2024 - GSW @ CHA",W,48,115,48,89,53.9,11,32,34.4,8,9,88.9,11,39,50,35,13,7,5,19,18
"Mar 27, 2024 - GSW @ ORL",W,48,101,40,90,44.4,10,34,29.4,11,13,84.6,12,40,52,26,13,5,5,18,8
"Mar 26, 2024 - GSW @ MIA",W,48,113,47,85,55.3,13,38,34.2,6,10,60.0,7,36,43,31,12,6,5,20,21
"Mar 24, 2024 - GSW @ MIN",L,48,110,38,85,44.7,14,36,38.9,20,26,76.9,7,34,41,23,13,8,3,19,-4
"Mar 22, 2024 - GSW vs. IND",L,48,111,43,106,40.6,14,48,29.2,11,16,68.8,24,40,64,24,14,6,6,15,-12
"Mar 20, 2024 - GSW vs. MEM",W,48,137,58,100,58.0,19,39,48.7,2,6,33.3,13,35,48,43,7,6,5,17,21
"Mar 18, 2024 - GSW vs. NYK",L,48,112,42,88,47.7,14,36,38.9,14,18,77.8,12,27,39,29,13,7,5,16,-7
"Mar 16, 2024 - GSW @ LAL",W,48,128,51,97,52.6,14,34,41.2,12,15,80.0,14,31,45,38,7,3,4,19,7
"Mar 13, 2024 - GSW @ DAL",L,48,99,37,92,40.2,9,28,32.1,16,19,84.2,15,27,42,19,17,9,3,20,-10
"Mar 11, 2024 - GSW @ SAS",W,48,112,46,93,49.5,12,27,44.4,8,12,66.7,10,35,45,28,14,7,4,19,10
"Mar 09, 2024 - GSW vs. SAS",L,48,113,41,88,46.6,10,30,33.3,21,29,72.4,9,30,39,26,12,9,7,24,-13
"Mar 07, 2024 - GSW vs. CHI",L,48,122,44,97,45.4,11,42,26.2,23,28,82.1,13,35,48,31,11,8,2,22,-3
"Mar 06, 2024 - GSW vs. MIL",W,48,125,51,91,56.0,19,39,48.7,4,7,57.1,8,42,50,37,16,10,13,13,35
"Mar 03, 2024 - GSW @ BOS",L,48,88,36,92,39.1,7,41,17.1,9,13,69.2,12,34,46,24,17,2,3,13,-52
"Mar 01, 2024 - GSW @ TOR",W,48,120,44,98,44.9,18,44,40.9,14,18,77.8,15,41,56,26,14,10,5,14,15
"Feb 29, 2024 - GSW @ NYK",W,48,110,44,98,44.9,14,44,31.8,8,16,50.0,16,37,53,26,11,8,5,19,11
"Feb 27, 2024 - GSW @ WAS",W,48,123,47,94,50.0,21,46,45.7,8,11,72.7,9,35,44,39,19,12,6,11,11
"Feb 25, 2024 - GSW vs. DEN",L,48,103,35,81,43.2,11,34,32.4,22,29,75.9,11,31,42,27,17,5,3,18,-16
"Feb 23, 2024 - GSW vs. CHA",W,48,97,38,89,42.7,13,42,31.0,8,10,80.0,13,40,53,28,22,7,7,15,13
"Feb 22, 2024 - GSW vs. LAL",W,48,128,50,107,46.7,16,41,39.0,12,14,85.7,15,33,48,32,9,6,4,19,18
"Feb 15, 2024 - GSW @ UTA",W,48,140,49,92,53.3,20,42,47.6,22,28,78.6,13,28,41,42,13,8,6,19,3
"Feb 14, 2024 - GSW vs. LAC",L,48,125,47,103,45.6,18,47,38.3,13,18,72.2,13,34,47,34,9,7,2,25,-5
"Feb 12, 2024 - GSW @ UTA",W,48,129,48,100,48.0,20,44,45.5,13,17,76.5,12,39,51,31,13,8,4,13,22
"Feb 10, 2024 - GSW vs. PHX",W,48,113,45,101,44.6,17,41,41.5,6,11,54.5,13,39,52,33,14,6,2,20,1
"Feb 08, 2024 - GSW @ IND",W,48,131,52,93,55.9,17,32,53.1,10,13,76.9,10,39,49,33,17,7,7,22,22
"Feb 07, 2024 - GSW @ PHI",W,48,127,47,94,50.0,16,38,42.1,17,22,77.3,12,40,52,30,13,7,8,21,23
"Feb 05, 2024 - GSW @ BKN",W,48,109,43,93,46.2,4,22,18.2,19,23,82.6,16,44,60,24,14,7,8,17,11
"Feb 03, 2024 - GSW @ ATL",L,53,134,50,112,44.6,18,56,32.1,16,20,80.0,14,43,57,26,14,4,7,23,-7
"Feb 02, 2024 - GSW @ MEM",W,48,121,46,83,55.4,11,29,37.9,18,22,81.8,6,40,46,32,14,7,8,17,20
"Jan 30, 2024 - GSW vs. PHI",W,48,119,44,79,55.7,14,32,43.8,17,19,89.5,8,34,42,32,18,6,6,20,12
"Jan 27, 2024 - GSW vs. LAL",L,58,144,55,119,46.2,23,58,39.7,11,16,68.8,11,39,50,37,17,11,3,34,-1
"Jan 25, 2024 - GSW vs. SAC",L,48,133,48,86,55.8,19,37,51.4,18,23,78.3,6,27,33,30,13,7,3,19,-1
"Jan 24, 2024 - GSW vs. ATL",W,48,134,51,91,56.0,16,33,48.5,16,22,72.7,11,38,49,26,10,6,9,18,22
"Jan 15, 2024 - GSW @ MEM",L,48,107,44,90,48.9,10,31,32.3,9,10,90.0,7,38,45,28,19,4,6,25,-9
"Jan 13, 2024 - GSW @ MIL",L,48,118,47,98,48.0,15,36,41.7,9,14,64.3,12,29,41,23,8,5,4,16,-11
"Jan 12, 2024 - GSW @ CHI",W,48,140,49,94,52.1,20,47,42.6,22,30,73.3,13,31,44,39,5,7,4,16,9
