MATCH UP,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,+/-
"Apr 14, 2024 - DAL @ OKC",L,48,86,32,97,33.0,8,39,20.5,14,17,82.4,12,29,41,19,15,8,2,15,-49
"Apr 12, 2024 - DAL vs. DET",L,48,89,36,83,43.4,8,29,27.6,9,12,75.0,9,40,49,20,20,5,5,9,-18
"Apr 10, 2024 - DAL @ MIA",W,48,111,43,87,49.4,15,44,34.1,10,13,76.9,8,31,39,27,7,8,8,13,19
"Apr 09, 2024 - DAL @ CHA",W,48,130,50,93,53.8,17,50,34.0,13,20,65.0,16,39,55,35,15,6,7,19,26
"Apr 07, 2024 - DAL vs. HOU",W,53,147,46,85,54.1,15,39,38.5,40,45,88.9,6,41,47,21,17,4,6,26,11
"Apr 05, 2024 - DAL vs. GSW",W,48,108,40,84,47.6,12,34,35.3,16,21,76.2,8,33,41,30,18,9,9,17,2
"Apr 04, 2024 - DAL vs. ATL",W,48,109,38,94,40.4,18,49,36.7,15,17,88.2,11,42,53,20,14,7,7,17,14
"Apr 02, 2024 - DAL @ GSW",L,48,100,39,89,43.8,15,40,37.5,7,11,63.6,8,34,42,27,15,8,7,14,-4
"Mar 31, 2024 - DAL @ HOU",W,48,125,48,93,51.6,24,47,51.1,5,9,55.6,10,37,47,24,14,7,8,17,18
"Mar 29, 2024 - DAL @ SAC",W,48,107,35,74,47.3,15,35,42.9,22,33,66.7,6,36,42,24,10,4,6,12,4
"Mar 26, 2024 - DAL @ SAC",W,48,132,51,92,55.4,22,39,56.4,8,13,61.5,5,44,49,34,9,10,4,18,36
"Mar 25, 2024 - DAL @ UTA",W,48,115,44,92,47.8,12,42,28.6,15,18,83.3,10,37,47,31,6,9,7,17,10
"Mar 21, 2024 - DAL vs. UTA",W,48,113,43,86,50.0,10,32,31.3,17,28,60.7,11,32,43,33,13,12,3,20,16
"Mar 19, 2024 - DAL @ SAS",W,48,113,44,91,48.4,10,30,33.3,15,17,88.2,3,37,40,31,9,6,3,18,6
"Mar 17, 2024 - DAL vs. DEN",W,48,107,42,100,42.0,9,35,25.7,14,21,66.7,22,38,60,22,12,5,5,21,2
"Mar 14, 2024 - DAL @ OKC",L,48,119,43,84,51.2,12,29,41.4,21,26,80.8,10,30,40,25,19,6,2,20,-7
"Mar 13, 2024 - DAL vs. GSW",W,48,109,44,82,53.7,6,27,22.2,15,19,78.9,9,33,42,30,17,6,13,16,10
"Mar 11, 2024 - DAL @ CHI",W,48,127,51,93,54.8,13,41,31.7,12,15,80.0,10,39,49,33,6,10,6,17,35
"Mar 09, 2024 - DAL @ DET",W,48,142,51,92,55.4,14,38,36.8,26,32,81.3,4,32,36,29,14,13,8,18,18
"Mar 07, 2024 - DAL vs. MIA",W,48,114,40,87,46.0,16,41,39.0,18,23,78.3,10,35,45,27,10,5,6,16,6
