Date,Home,Away,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,+/-
"Apr 14, 2024",MIN,PHX,W,48,125,47,86,54.7,16,29,55.2,15,18,83.3,13,19,32,28,13,13,3,24,19
"Apr 12, 2024",SAC,PHX,W,48,108,40,76,52.6,12,32,37.5,16,17,94.1,6,35,41,25,19,4,4,16,1
"Apr 10, 2024",LAC,PHX,W,48,124,46,95,48.4,18,50,36.0,14,15,93.3,9,39,48,29,13,8,6,13,16
"Apr 09, 2024",PHX,LAC,L,48,92,30,89,33.7,8,35,22.9,24,28,85.7,8,30,38,17,8,16,7,13,-13
"Apr 07, 2024",PHX,NOP,L,48,105,39,87,44.8,14,39,35.9,13,14,92.9,9,29,38,30,16,7,8,17,-8
"Apr 05, 2024",PHX,MIN,W,48,97,33,76,43.4,9,26,34.6,22,29,75.9,7,42,49,29,18,12,3,19,10
"Apr 03, 2024",PHX,CLE,W,48,122,44,87,50.6,18,33,54.5,16,17,94.1,8,35,43,32,16,11,2,17,21
"Apr 01, 2024",NOP,PHX,W,48,124,43,87,49.4,18,47,38.3,20,25,80.0,16,33,49,29,14,7,6,21,13
"Mar 29, 2024",OKC,PHX,L,48,103,39,87,44.8,13,41,31.7,12,15,80.0,13,26,39,26,14,6,6,15,-25
"Mar 27, 2024",DEN,PHX,W,48,104,39,83,47.0,16,33,48.5,10,11,90.9,12,39,51,29,17,3,7,13,7
"Mar 25, 2024",SAS,PHX,L,48,102,42,83,50.6,10,28,35.7,8,14,57.1,5,42,47,28,15,5,7,14,-2
"Mar 23, 2024",SAS,PHX,W,48,131,56,94,59.6,11,24,45.8,8,10,80.0,7,32,39,38,10,11,5,18,25
"Mar 21, 2024",PHX,ATL,W,48,128,41,74,55.4,22,41,53.7,24,27,88.9,7,31,38,28,17,4,11,19,13
"Mar 20, 2024",PHX,PHI,W,48,115,45,90,50.0,19,39,48.7,6,8,75.0,14,41,55,34,23,7,12,18,13
"Mar 17, 2024",MIL,PHX,L,48,129,51,87,58.6,14,33,42.4,13,15,86.7,7,32,39,36,14,7,5,16,-11
"Mar 15, 2024",CHA,PHX,W,48,107,40,87,46.0,11,38,28.9,16,20,80.0,10,47,57,31,10,3,3,20,11
"Mar 14, 2024",BOS,PHX,L,48,112,47,99,47.5,11,31,35.5,7,10,70.0,19,32,51,27,14,4,3,12,-15
"Mar 11, 2024",CLE,PHX,W,48,117,46,84,54.8,12,32,37.5,13,19,68.4,12,30,42,23,14,8,6,18,6
"Mar 09, 2024",PHX,BOS,L,48,107,44,87,50.6,9,31,29.0,10,16,62.5,10,31,41,21,15,6,1,14,-10
"Mar 07, 2024",PHX,TOR,W,48,120,44,86,51.2,15,35,42.9,17,20,85.0,10,39,49,29,16,6,6,16,7
"Mar 05, 2024",DEN,PHX,W,53,117,42,96,43.8,15,34,44.1,18,22,81.8,11,41,52,32,10,9,7,19,10
"Mar 03, 2024",PHX,OKC,L,48,110,40,91,44.0,14,39,35.9,16,18,88.9,15,35,50,26,22,2,7,15,-8
"Mar 02, 2024",PHX,HOU,L,48,109,39,85,45.9,9,29,31.0,22,29,75.9,9,38,47,23,19,6,6,17,-9
"Feb 29, 2024",PHX,HOU,W,48,110,36,89,40.4,13,37,35.1,25,37,67.6,14,37,51,20,14,6,6,21,5
"Feb 25, 2024",PHX,LAL,W,48,123,44,93,47.3,17,40,42.5,18,19,94.7,14,37,51,32,15,6,9,12,10
"Feb 23, 2024",HOU,PHX,L,48,110,38,95,40.0,7,31,22.6,27,35,77.1,19,39,58,23,10,10,8,20,-4
"Feb 22, 2024",DAL,PHX,L,48,113,40,83,48.2,15,36,41.7,18,24,75.0,11,30,41,20,16,7,4,21,-10
"Feb 14, 2024",PHX,DET,W,48,116,35,77,45.5,10,31,32.3,36,44,81.8,9,45,54,28,24,15,11,20,16
