Date,Home,Away,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,+/-
"Apr 14, 2024",SAS,DET,L,48,95,36,92,39.1,8,33,24.2,15,20,75.0,11,29,40,17,14,7,3,9,-28
"Apr 12, 2024",DAL,DET,W,48,107,46,95,48.4,8,31,25.8,7,9,77.8,6,34,40,23,7,11,7,10,18
"Apr 11, 2024",DET,CHI,L,48,105,38,77,49.4,14,35,40.0,15,23,65.2,7,31,38,27,20,4,2,12,-22
"Apr 09, 2024",PHI,DET,L,48,102,34,84,40.5,14,30,46.7,20,24,83.3,9,35,44,20,16,3,5,17,-18
"Apr 06, 2024",BKN,DET,L,48,103,42,92,45.7,17,39,43.6,2,4,50.0,5,23,28,25,10,9,2,24,-10
"Apr 05, 2024",MEM,DET,L,48,90,32,79,40.5,8,30,26.7,18,24,75.0,10,28,38,22,18,13,4,14,-18
"Apr 03, 2024",ATL,DET,L,48,113,43,94,45.7,10,30,33.3,17,21,81.0,8,29,37,24,10,14,3,13,-8
"Apr 01, 2024",DET,MEM,L,48,108,40,79,50.6,11,28,39.3,17,22,77.3,9,32,41,22,14,7,9,16,-2
"Mar 29, 2024",WAS,DET,W,48,96,37,89,41.6,6,24,25.0,16,20,80.0,8,39,47,19,13,9,5,18,9
"Mar 27, 2024",MIN,DET,L,48,91,31,81,38.3,9,32,28.1,20,25,80.0,10,31,41,15,12,9,1,14,-15
"Mar 25, 2024",NYK,DET,L,48,99,34,88,38.6,10,34,29.4,21,22,95.5,7,30,37,22,12,8,5,22,-25
"Mar 24, 2024",DET,NOP,L,48,101,32,79,40.5,11,41,26.8,26,32,81.3,10,36,46,20,17,4,5,25,-13
"Mar 22, 2024",DET,BOS,L,48,102,42,83,50.6,9,31,29.0,9,13,69.2,8,34,42,25,19,4,1,23,-27
"Mar 20, 2024",DET,IND,L,48,103,37,90,41.1,5,23,21.7,24,30,80.0,12,34,46,23,15,8,1,14,-19
"Mar 18, 2024",BOS,DET,L,48,94,36,84,42.9,9,29,31.0,13,15,86.7,8,35,43,21,13,6,3,15,-25
"Mar 17, 2024",DET,MIA,L,48,101,38,83,45.8,14,36,38.9,11,14,78.6,7,37,44,24,12,4,7,19,-3
"Mar 15, 2024",DET,MIA,L,48,95,36,84,42.9,10,38,26.3,13,15,86.7,9,39,48,27,18,5,2,16,-13
"Mar 13, 2024",DET,TOR,W,48,113,39,88,44.3,11,30,36.7,24,31,77.4,11,47,58,27,22,7,7,21,9
"Mar 11, 2024",DET,CHA,W,48,114,41,86,47.7,10,42,23.8,22,24,91.7,9,42,51,26,12,8,5,19,17
"Mar 09, 2024",DET,DAL,L,48,124,45,99,45.5,13,37,35.1,21,25,84.0,20,36,56,27,20,8,4,26,-18
"Mar 07, 2024",DET,BKN,W,48,118,43,82,52.4,12,30,40.0,20,21,95.2,13,37,50,24,23,7,4,18,6
"Mar 05, 2024",MIA,DET,L,48,110,39,89,43.8,12,42,28.6,20,22,90.9,10,32,42,26,11,5,3,16,-8
"Mar 03, 2024",ORL,DET,L,48,91,33,86,38.4,8,36,22.2,17,20,85.0,5,23,28,25,12,11,2,19,-22
"Mar 01, 2024",DET,CLE,L,48,100,33,89,37.1,10,36,27.8,24,28,85.7,9,33,42,24,9,10,7,23,-10
"Feb 27, 2024",CHI,DET,W,48,105,37,75,49.3,14,37,37.8,17,23,73.9,8,39,47,22,20,3,8,19,10
"Feb 26, 2024",NYK,DET,L,48,111,38,79,48.1,14,30,46.7,21,26,80.8,10,32,42,25,17,9,6,15,-2
"Feb 24, 2024",DET,ORL,L,48,109,43,85,50.6,14,31,45.2,9,13,69.2,7,29,36,29,12,7,7,21,-3
"Feb 22, 2024",IND,DET,L,48,115,47,89,52.8,12,30,40.0,9,18,50.0,6,35,41,27,15,6,4,21,-14
"Feb 14, 2024",PHX,DET,L,48,100,38,99,38.4,10,37,27.0,14,22,63.6,16,32,48,26,19,14,5,32,-16
