MATCH UP,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,+/-
"Apr 14, 2024 - POR @ SAC",L,48,82,31,98,31.6,7,45,15.6,13,17,76.5,23,31,54,18,18,11,2,19,-39
"Apr 12, 2024 - POR vs. HOU",L,48,107,37,95,38.9,12,35,34.3,21,29,72.4,16,32,48,20,7,4,5,14,-9
"Apr 11, 2024 - POR vs. GSW",L,48,92,35,97,36.1,8,34,23.5,14,17,82.4,20,29,49,22,13,9,3,18,-8
"Apr 09, 2024 - POR vs. NOP",L,48,100,40,85,47.1,13,38,34.2,7,8,87.5,13,34,47,28,22,3,3,19,-10
"Apr 07, 2024 - POR @ BOS",L,48,107,40,102,39.2,14,38,36.8,13,13,100,22,31,53,26,15,8,2,12,-17
"Apr 05, 2024 - POR @ WAS",W,48,108,41,94,43.6,9,29,31.0,17,24,70.8,16,39,55,29,13,7,5,23,6
"Apr 03, 2024 - POR @ CHA",W,48,89,37,93,39.8,7,26,26.9,8,12,66.7,14,41,55,19,16,4,2,19,3
"Apr 01, 2024 - POR @ ORL",L,48,103,40,90,44.4,11,31,35.5,12,15,80.0,11,33,44,28,11,9,3,21,-1
"Mar 29, 2024 - POR @ MIA",L,48,82,35,87,40.2,5,30,16.7,7,11,63.6,10,33,43,20,24,4,2,19,-60
"Mar 27, 2024 - POR @ ATL",L,48,106,43,85,50.6,14,31,45.2,6,10,60.0,6,27,33,35,19,8,2,18,-14
"Mar 25, 2024 - POR @ HOU",L,48,92,36,87,41.4,7,33,21.2,13,15,86.7,10,34,44,14,17,5,6,25,-18
"Mar 23, 2024 - POR vs. DEN",L,48,111,43,93,46.2,10,28,35.7,15,17,88.2,14,31,45,27,16,8,8,24,-3
"Mar 22, 2024 - POR vs. LAC",L,48,117,45,93,48.4,12,33,36.4,15,25,60.0,15,26,41,29,10,11,1,19,-8
"Mar 20, 2024 - POR vs. LAC",L,48,103,39,81,48.1,15,34,44.1,10,15,66.7,8,30,38,21,17,6,4,16,-13
"Mar 18, 2024 - POR @ CHI",L,48,107,40,88,45.5,8,28,28.6,19,25,76.0,13,30,43,21,13,7,5,24,-3
"Mar 16, 2024 - POR @ NOP",L,48,107,42,84,50.0,12,33,36.4,11,12,91.7,10,26,36,23,20,3,7,15,-19
"Mar 14, 2024 - POR vs. NYK",L,48,93,34,84,40.5,11,33,33.3,14,16,87.5,13,32,45,19,18,10,2,19,-12
"Mar 13, 2024 - POR vs. ATL",W,48,106,38,82,46.3,10,30,33.3,20,24,83.3,12,37,49,24,18,7,5,21,4
"Mar 11, 2024 - POR vs. BOS",L,48,99,39,87,44.8,10,28,35.7,11,11,100,9,29,38,23,11,3,5,11,-22
"Mar 09, 2024 - POR vs. TOR",W,53,128,49,103,47.6,16,40,40.0,14,15,93.3,18,34,52,31,15,10,3,18,10
"Mar 08, 2024 - POR vs. HOU",L,48,107,37,89,41.6,16,35,45.7,17,25,68.0,19,30,49,22,17,5,5,16,-16
"Mar 06, 2024 - POR vs. OKC",L,48,120,41,81,50.6,14,34,41.2,24,27,88.9,7,25,32,27,17,10,2,28,-8
"Mar 04, 2024 - POR @ MIN",L,48,114,45,92,48.9,16,39,41.0,8,11,72.7,12,29,41,28,14,5,3,26,-5
"Mar 02, 2024 - POR @ MEM",W,53,107,39,92,42.4,11,35,31.4,18,24,75.0,13,37,50,23,23,8,5,25,7
"Mar 01, 2024 - POR @ MEM",W,48,122,48,92,52.2,13,31,41.9,13,16,81.3,16,30,46,31,14,13,8,20,30
"Feb 27, 2024 - POR vs. MIA",L,48,96,35,86,40.7,10,31,32.3,16,19,84.2,15,25,40,24,18,9,4,25,-10
"Feb 25, 2024 - POR vs. CHA",L,48,80,33,95,34.7,3,32,9.4,11,16,68.8,22,34,56,14,16,11,4,16,-13
"Feb 23, 2024 - POR vs. DEN",L,48,112,46,101,45.5,8,25,32.0,12,18,66.7,19,26,45,25,11,11,2,17,-15
"Feb 15, 2024 - POR vs. MIN",L,48,91,31,83,37.3,8,29,27.6,21,30,70.0,9,26,35,18,15,8,5,23,-37
"Feb 13, 2024 - POR vs. MIN",L,48,109,39,87,44.8,11,29,37.9,20,25,80.0,12,32,44,26,16,5,1,29,-12
"Feb 10, 2024 - POR vs. NOP",L,48,84,33,76,43.4,6,21,28.6,12,17,70.6,11,31,42,19,18,7,4,14,-9
"Feb 08, 2024 - POR vs. DET",L,53,122,41,89,46.1,11,30,36.7,29,33,87.9,11,27,38,29,17,9,7,27,-6
"Feb 04, 2024 - POR @ DEN",L,48,103,39,85,45.9,11,31,35.5,14,15,93.3,15,27,42,29,13,6,3,16,-9
"Feb 02, 2024 - POR @ DEN",L,48,108,37,80,46.3,10,28,35.7,24,30,80.0,13,24,37,14,10,7,4,16,-12
"Jan 31, 2024 - POR vs. MIL",W,48,119,49,92,53.3,12,28,42.9,9,9,100,9,30,39,26,11,9,1,20,3
"Jan 29, 2024 - POR vs. PHI",W,48,130,46,84,54.8,12,28,42.9,26,29,89.7,11,28,39,29,13,7,5,24,26
"Jan 28, 2024 - POR vs. CHI",L,48,96,32,79,40.5,6,33,18.2,26,29,89.7,7,41,48,22,14,2,5,21,-8
"Jan 26, 2024 - POR @ SAS",L,48,100,38,90,42.2,10,37,27.0,14,19,73.7,8,29,37,23,15,11,3,20,-16
"Jan 24, 2024 - POR @ HOU",W,53,137,50,98,51.0,15,35,42.9,22,24,91.7,13,35,48,31,12,6,4,18,6
"Jan 23, 2024 - POR @ OKC",L,48,109,37,86,43.0,18,39,46.2,17,21,81.0,12,34,46,27,19,6,6,19,-2
"Jan 21, 2024 - POR @ LAL",L,48,110,42,90,46.7,9,29,31.0,17,20,85.0,10,25,35,24,14,7,5,21,-24
"Jan 19, 2024 - POR vs. IND",W,48,118,42,84,50.0,4,12,33.3,30,35,85.7,9,38,47,18,11,3,11,21,3
"Jan 17, 2024 - POR vs. BKN",W,48,105,42,86,48.8,9,27,33.3,12,14,85.7,10,31,41,21,13,2,2,16,2
"Jan 14, 2024 - POR vs. PHX",L,48,116,40,89,44.9,20,42,47.6,16,22,72.7,12,24,36,23,14,8,1,21,-11
"Jan 12, 2024 - POR @ MIN",L,48,93,30,77,39.0,10,28,35.7,23,34,67.6,10,28,38,18,20,8,5,19,-23
"Jan 11, 2024 - POR @ OKC",L,48,77,28,101,27.7,11,49,22.4,10,16,62.5,13,29,42,16,10,8,8,19,-62
"Jan 09, 2024 - POR @ NYK",L,48,84,33,86,38.4,6,29,20.7,12,18,66.7,12,31,43,19,15,8,7,17,-28
"Jan 07, 2024 - POR @ BKN",W,53,134,45,95,47.4,20,38,52.6,24,30,80.0,9,29,38,21,10,5,5,20,7
"Jan 05, 2024 - POR @ DAL",L,48,103,39,95,41.1,13,40,32.5,12,17,70.6,10,32,42,27,19,9,3,15,-36
"Jan 03, 2024 - POR @ DAL",L,48,97,34,87,39.1,13,40,32.5,16,22,72.7,10,36,46,23,22,4,3,34,-29
"Jan 01, 2024 - POR @ PHX",L,48,88,33,80,41.3,8,30,26.7,14,19,73.7,6,30,36,21,19,6,10,19,-21
"Dec 29, 2023 - POR vs. SAS",W,48,134,48,95,50.5,16,27,59.3,22,27,81.5,16,27,43,28,14,8,6,19,6
"Dec 28, 2023 - POR vs. SAS",L,48,105,35,101,34.7,11,36,30.6,24,32,75.0,22,35,57,16,13,6,4,22,-13
"Dec 26, 2023 - POR vs. SAC",W,48,130,49,98,50.0,16,40,40.0,16,20,80.0,16,30,46,28,10,5,5,17,17
"Dec 23, 2023 - POR @ GSW",L,48,106,38,84,45.2,13,35,37.1,17,25,68.0,8,22,30,26,12,13,3,20,-20
"Dec 21, 2023 - POR vs. WAS",L,48,117,43,95,45.3,14,30,46.7,17,23,73.9,20,31,51,24,16,7,6,27,-1
"Dec 19, 2023 - POR vs. PHX",W,48,109,39,87,44.8,14,28,50.0,17,19,89.5,10,32,42,23,17,8,4,18,5
"Dec 17, 2023 - POR vs. GSW",L,48,114,40,85,47.1,13,35,37.1,21,23,91.3,9,28,37,23,14,10,4,20,-4
"Dec 16, 2023 - POR vs. DAL",L,48,120,47,94,50.0,7,32,21.9,19,22,86.4,10,34,44,17,11,8,2,21,-11
"Dec 14, 2023 - POR vs. UTA",L,48,114,43,103,41.7,16,45,35.6,12,18,66.7,21,28,49,30,11,9,4,12,-8
"Dec 11, 2023 - POR @ LAC",L,48,127,43,90,47.8,19,40,47.5,22,26,84.6,11,25,36,25,12,5,4,21,-5
"Dec 08, 2023 - POR vs. DAL",L,48,112,39,105,37.1,18,53,34.0,16,18,88.9,18,30,48,20,15,9,1,24,-13
"Dec 06, 2023 - POR @ GSW",L,48,106,39,95,41.1,16,46,34.8,12,16,75.0,11,29,40,22,10,8,3,30,-4
"Dec 02, 2023 - POR @ UTA",L,53,113,38,95,40.0,13,40,32.5,24,27,88.9,11,29,40,17,11,11,5,20,-5
"Nov 30, 2023 - POR @ CLE",W,48,103,39,77,50.6,14,35,40.0,11,11,100,9,31,40,29,23,10,4,17,8
"Nov 27, 2023 - POR @ IND",W,48,114,40,85,47.1,9,18,50.0,25,31,80.6,9,29,38,20,16,6,4,21,4
"Nov 26, 2023 - POR @ MIL",L,48,102,37,91,40.7,13,32,40.6,15,20,75.0,11,29,40,21,20,15,4,26,-6
"Nov 22, 2023 - POR vs. UTA",W,48,121,47,92,51.1,17,39,43.6,10,15,66.7,14,23,37,31,14,9,6,21,16
"Nov 21, 2023 - POR @ PHX",L,48,107,38,87,43.7,14,31,45.2,17,20,85.0,12,18,30,20,13,8,3,20,-13
"Nov 19, 2023 - POR vs. OKC",L,48,91,34,85,40.0,9,34,26.5,14,21,66.7,13,18,31,21,19,10,2,15,-43
"Nov 17, 2023 - POR vs. LAL",L,48,95,36,89,40.4,10,37,27.0,13,18,72.2,19,29,48,17,19,11,2,17,-12
"Nov 15, 2023 - POR vs. CLE",L,48,95,34,91,37.4,13,38,34.2,14,16,87.5,8,22,30,24,14,9,3,21,-14
"Nov 14, 2023 - POR @ UTA",L,48,99,37,88,42.0,11,35,31.4,14,20,70.0,13,30,43,23,17,5,6,15,-16
"Nov 12, 2023 - POR @ LAL",L,48,110,45,90,50.0,13,37,35.1,7,9,77.8,5,33,38,29,16,2,8,25,-6
"Nov 08, 2023 - POR @ SAC",L,53,118,44,87,50.6,8,22,36.4,22,29,75.9,7,29,36,26,18,10,5,29,-3
"Nov 05, 2023 - POR vs. MEM",L,48,100,37,95,38.9,14,45,31.1,12,15,80.0,16,31,47,23,14,11,5,21,-12
"Nov 03, 2023 - POR vs. MEM",W,53,115,39,96,40.6,9,32,28.1,28,36,77.8,15,35,50,19,14,12,7,15,2
"Nov 01, 2023 - POR @ DET",W,48,110,38,81,46.9,7,20,35.0,27,33,81.8,7,37,44,23,17,10,7,15,9
"Oct 30, 2023 - POR @ TOR",W,48,99,38,85,44.7,11,35,31.4,12,15,80.0,13,38,51,20,16,6,7,19,8
"Oct 29, 2023 - POR @ PHI",L,48,98,36,94,38.3,7,31,22.6,19,22,86.4,14,28,42,19,16,10,9,26,-28
"Oct 27, 2023 - POR vs. ORL",L,48,97,35,88,39.8,9,32,28.1,18,21,85.7,15,32,47,15,16,6,1,24,-5
"Oct 25, 2023 - POR @ LAC",L,48,111,44,93,47.3,10,32,31.3,13,17,76.5,15,25,40,20,18,10,4,20,-12
