Date,Home,Away,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,+/-
"Apr 14, 2024",MIN,PHX,L,48,106,36,70,51.4,9,26,34.6,25,31,80.6,12,24,36,22,24,7,5,20,-19
"Apr 12, 2024",MIN,ATL,W,48,109,38,79,48.1,10,37,27.0,23,29,79.3,7,37,44,29,14,8,11,22,3
"Apr 10, 2024",DEN,MIN,L,48,107,41,82,50.0,13,30,43.3,12,21,57.1,9,26,35,23,10,9,5,21,-9
"Apr 09, 2024",MIN,WAS,W,48,130,43,90,47.8,18,41,43.9,26,32,81.3,10,34,44,30,8,9,8,14,9
"Apr 07, 2024",LAL,MIN,W,48,127,50,97,51.5,15,39,38.5,12,14,85.7,13,33,46,29,16,12,3,20,10
"Apr 05, 2024",PHX,MIN,L,48,87,33,85,38.8,10,29,34.5,11,14,78.6,8,36,44,23,19,9,6,20,-10
"Apr 03, 2024",MIN,TOR,W,48,133,49,96,51.0,20,43,46.5,15,22,68.2,9,41,50,37,9,13,9,12,48
"Apr 02, 2024",MIN,HOU,W,48,113,41,77,53.2,11,26,42.3,20,22,90.9,6,33,39,29,18,12,5,17,7
"Mar 31, 2024",MIN,CHI,L,48,101,38,81,46.9,11,37,29.7,14,21,66.7,8,29,37,28,14,12,5,10,-8
"Mar 29, 2024",DEN,MIN,W,48,111,38,74,51.4,9,28,32.1,26,37,70.3,6,33,39,28,9,6,7,20,13
"Mar 27, 2024",MIN,DET,W,48,106,42,82,51.2,11,36,30.6,11,16,68.8,9,31,40,28,12,8,3,17,15
"Mar 24, 2024",MIN,GSW,W,48,114,40,84,47.6,21,40,52.5,13,18,72.2,7,37,44,30,16,9,5,17,4
"Mar 22, 2024",MIN,CLE,W,48,104,41,85,48.2,14,27,51.9,8,16,50.0,13,33,46,27,12,9,5,12,13
"Mar 19, 2024",MIN,DEN,L,48,112,42,88,47.7,12,35,34.3,16,23,69.6,8,29,37,25,7,10,7,16,-3
"Mar 18, 2024",UTA,MIN,W,48,114,44,91,48.4,16,41,39.0,10,12,83.3,12,23,35,27,9,9,9,15,10
"Mar 16, 2024",UTA,MIN,W,48,119,44,93,47.3,19,41,46.3,12,15,80.0,7,37,44,31,9,8,6,16,19
"Mar 12, 2024",LAC,MIN,W,48,118,48,94,51.1,12,33,36.4,10,14,71.4,19,29,48,26,11,11,6,20,18
"Mar 10, 2024",LAL,MIN,L,48,109,41,97,42.3,16,46,34.8,11,13,84.6,11,27,38,27,12,8,6,18,-11
"Mar 08, 2024",CLE,MIN,L,53,104,39,94,41.5,8,30,26.7,18,22,81.8,7,38,45,25,14,5,5,25,-9
"Mar 07, 2024",IND,MIN,W,48,113,46,98,46.9,7,25,28.0,14,19,73.7,13,35,48,23,11,9,6,20,2
"Mar 04, 2024",MIN,POR,W,48,119,40,79,50.6,11,28,39.3,28,37,75.7,12,28,40,28,11,9,7,17,5
"Mar 03, 2024",MIN,LAC,L,48,88,31,80,38.8,9,33,27.3,17,18,94.4,12,42,54,24,15,4,7,14,-1
"Mar 01, 2024",MIN,SAC,L,53,120,42,85,49.4,12,31,38.7,24,32,75.0,8,36,44,29,13,4,5,22,-4
"Feb 28, 2024",MIN,MEM,W,48,110,39,79,49.4,14,35,40.0,18,22,81.8,5,34,39,29,14,4,13,19,9
"Feb 27, 2024",MIN,SAS,W,48,114,43,93,46.2,13,31,41.9,15,17,88.2,11,35,46,28,14,16,8,14,9
"Feb 24, 2024",MIN,BKN,W,48,101,36,84,42.9,12,38,31.6,17,23,73.9,6,45,51,22,13,6,9,14,15
"Feb 23, 2024",MIN,MIL,L,48,107,43,98,43.9,13,35,37.1,8,13,61.5,16,36,52,23,14,8,4,18,-5
"Feb 15, 2024",POR,MIN,W,48,128,46,89,51.7,11,30,36.7,25,27,92.6,11,41,52,24,14,8,5,22,37
"Feb 13, 2024",POR,MIN,W,48,121,39,84,46.4,13,33,39.4,30,34,88.2,12,29,41,24,12,8,9,18,12
"Feb 12, 2024",LAC,MIN,W,48,121,46,86,53.5,11,34,32.4,18,19,94.7,9,32,41,33,13,9,7,20,21
"Feb 08, 2024",MIL,MIN,W,48,129,48,87,55.2,21,41,51.2,12,16,75.0,12,31,43,34,8,8,3,17,24
"Feb 06, 2024",CHI,MIN,L,53,123,42,92,45.7,20,45,44.4,19,26,73.1,10,32,42,28,14,6,5,25,-6
"Feb 04, 2024",MIN,HOU,W,48,111,40,90,44.4,11,30,36.7,20,27,74.1,11,47,58,21,16,6,11,19,21
