MATCH UP,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,+/-
"Apr 14, 2024 - UTA @ GSW",L,48,116,46,89,51.7,14,34,41.2,10,16,62.5,14,34,48,22,20,6,5,20,-7
"Apr 12, 2024 - UTA @ LAC",W,48,110,41,88,46.6,6,35,17.1,22,25,88.0,14,32,46,26,18,7,4,14,1
"Apr 11, 2024 - UTA vs. HOU",W,48,124,44,87,50.6,14,39,35.9,22,27,81.5,15,34,49,27,16,8,7,20,3
"Apr 09, 2024 - UTA vs. DEN",L,48,95,36,91,39.6,10,31,32.3,13,13,100,11,33,44,19,15,5,2,9,-16
"Apr 07, 2024 - UTA @ GSW",L,48,110,39,83,47.0,15,35,42.9,17,21,81.0,6,23,29,21,11,4,6,9,-8
"Apr 05, 2024 - UTA @ LAC",L,48,102,35,91,38.5,9,30,30.0,23,29,79.3,14,29,43,20,15,11,4,16,-29
"Apr 02, 2024 - UTA vs. CLE",L,48,113,41,85,48.2,16,37,43.2,15,18,83.3,7,26,33,26,20,7,3,22,-16
"Mar 31, 2024 - UTA @ SAC",L,48,106,34,83,41.0,16,41,39.0,22,28,78.6,11,22,33,22,12,6,4,18,-21
"Mar 29, 2024 - UTA vs. HOU",L,48,100,37,80,46.3,8,31,25.8,18,19,94.7,11,40,51,23,21,4,9,23,-1
"Mar 27, 2024 - UTA vs. SAS",L,48,111,39,83,47.0,13,35,37.1,20,22,90.9,6,30,36,25,22,8,4,16,-7
"Mar 25, 2024 - UTA vs. DAL",L,48,105,37,87,42.5,13,39,33.3,18,22,81.8,11,35,46,28,13,6,3,15,-10
"Mar 23, 2024 - UTA @ HOU",L,48,119,40,89,44.9,11,37,29.7,28,33,84.8,12,28,40,24,10,2,4,11,-28
"Mar 21, 2024 - UTA @ DAL",L,48,97,38,83,45.8,4,30,13.3,17,19,89.5,5,33,38,29,18,6,3,23,-16
"Mar 20, 2024 - UTA @ OKC",L,48,107,40,90,44.4,10,36,27.8,17,18,94.4,11,36,47,20,16,6,5,22,-12
"Mar 18, 2024 - UTA vs. MIN",L,48,104,39,84,46.4,14,32,43.8,12,14,85.7,14,33,47,25,17,6,3,13,-10
"Mar 16, 2024 - UTA vs. MIN",L,48,100,38,83,45.8,6,26,23.1,18,21,85.7,10,41,51,23,16,4,5,14,-19
"Mar 15, 2024 - UTA vs. ATL",W,48,124,46,90,51.1,14,36,38.9,18,20,90.0,10,39,49,24,13,6,7,21,2
"Mar 12, 2024 - UTA vs. BOS",L,48,107,41,86,47.7,15,32,46.9,10,11,90.9,9,29,38,23,10,4,7,18,-16
"Mar 09, 2024 - UTA @ DEN",L,48,121,47,94,50.0,8,26,30.8,19,25,76.0,14,22,36,22,15,7,2,15,-21
"Mar 06, 2024 - UTA vs. CHI",L,48,117,44,96,45.8,15,47,31.9,14,16,87.5,14,31,45,28,10,4,7,14,-2
"Mar 04, 2024 - UTA vs. WAS",W,48,127,49,101,48.5,16,40,40.0,13,15,86.7,11,40,51,29,13,6,9,16,12
"Mar 02, 2024 - UTA @ MIA",L,48,120,42,87,48.3,14,35,40.0,22,26,84.6,12,30,42,24,11,3,5,19,-6
"Feb 29, 2024 - UTA @ ORL",L,48,107,34,80,42.5,16,37,43.2,23,28,82.1,7,30,37,25,13,8,1,22,-8
"Feb 27, 2024 - UTA @ ATL",L,48,97,35,94,37.2,11,38,28.9,16,19,84.2,12,31,43,24,18,11,4,15,-27
"Feb 25, 2024 - UTA vs. SAS",W,48,128,46,90,51.1,17,35,48.6,19,22,86.4,5,33,38,36,17,13,8,17,19
"Feb 22, 2024 - UTA vs. CHA",L,48,107,37,86,43.0,9,39,23.1,24,27,88.9,15,39,54,26,19,3,2,21,-8
"Feb 15, 2024 - UTA vs. GSW",L,48,137,43,93,46.2,22,49,44.9,29,32,90.6,17,31,48,33,16,10,3,22,-3
"Feb 14, 2024 - UTA vs. LAL",L,48,122,49,101,48.5,14,45,31.1,10,13,76.9,15,29,44,29,13,5,7,21,-16
"Feb 12, 2024 - UTA vs. GSW",L,48,107,41,92,44.6,11,32,34.4,14,16,87.5,9,35,44,23,18,8,7,17,-22
"Feb 08, 2024 - UTA @ PHX",L,48,115,41,94,43.6,12,35,34.3,21,31,67.7,19,33,52,28,15,7,7,14,-14
