MATCH UP,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,+/-
"Nov 15, 2019 - MIN vs. WAS",L,48,116,42,89,47.2,11,37,29.7,21,29,72.4,9,34,43,26,20,6,5,20,-21
"Nov 13, 2019 - MIN vs. SAS",W,48,129,45,91,49.5,11,34,32.4,28,34,82.4,13,37,50,25,10,11,4,25,15
"Nov 11, 2019 - MIN @ DET",W,48,120,45,89,50.6,15,34,44.1,15,19,78.9,11,34,45,25,17,7,6,23,6
"Nov 10, 2019 - MIN vs. DEN",L,53,98,34,97,35.1,6,45,13.3,24,33,72.7,15,38,53,22,13,9,10,23,-2
"Nov 08, 2019 - MIN vs. GSW",W,53,125,48,111,43.2,9,36,25.0,20,29,69.0,20,39,59,20,19,10,10,23,6
"Nov 06, 2019 - MIN @ MEM",L,48,121,43,96,44.8,16,45,35.6,19,26,73.1,10,26,36,29,11,9,7,22,-16
"Nov 04, 2019 - MIN vs. MIL",L,48,106,37,103,35.9,13,43,30.2,19,22,86.4,13,34,47,20,16,12,4,23,-28
"Nov 02, 2019 - MIN @ WAS",W,48,131,51,94,54.3,17,39,43.6,12,17,70.6,3,44,47,33,22,9,10,23,22
"Oct 30, 2019 - MIN @ PHI",L,48,95,32,81,39.5,10,35,28.6,21,28,75.0,6,28,34,12,22,13,6,21,-22
"Oct 27, 2019 - MIN vs. MIA",W,48,116,39,91,42.9,13,45,28.9,25,33,75.8,14,32,46,24,16,12,1,17,7
"Oct 25, 2019 - MIN @ CHA",W,48,121,43,91,47.3,12,38,31.6,23,31,74.2,13,39,52,30,17,11,6,21,22
"Oct 23, 2019 - MIN @ BKN",W,53,127,46,108,42.6,13,43,30.2,22,28,78.6,12,40,52,23,13,9,4,22,1
